@relation 'instrument'

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute feature8 numeric
@attribute feature9 numeric
@attribute feature10 numeric
@attribute feature11 numeric
@attribute feature12 numeric
@attribute feature13 numeric
@attribute feature14 numeric
@attribute feature15 numeric
@attribute feature16 numeric
@attribute feature17 numeric
@attribute feature18 numeric
@attribute feature19 numeric
@attribute feature20 numeric
@attribute feature21 numeric
@attribute feature22 numeric
@attribute feature23 numeric
@attribute feature24 numeric
@attribute feature25 numeric
@attribute feature26 numeric
@attribute feature27 numeric
@attribute feature28 numeric
@attribute feature29 numeric
@attribute feature30 numeric
@attribute class hierarchical aerophone/wood/clarinet,aerophone/wood/flute,membranophone/bimembranophone/bassdrum,aerophone/wood/oboe,aerophone/brass/trombone,idiophone/metal/crotale,membranophone/unimembranophone/tambourine,idiophone/fibrousmaterial/marimba,aerophone/brass/tuba,aerophone/wood/saxophone,aerophone/wood/bassoon,chordophone/pizzicato/guitar,aerophone/brass/horn,idiophone/fibrousmaterial/xylophone,eletrophone/electroacoustic/electricguitar,eletrophone/electronic/keyboard,idiophone/metal/gong,chordophone/pizzicato/mandolin,chordophone/pizzicato/banjo,chordophone/pizzicato/doublebass,idiophone/metal/cymbal,aerophone/brass/trumpet,eletrophone/electronic/synthesizer,membranophone/unimembranophone/timbale,chordophone/arco/violin,chordophone/arco/violadarco,chordophone/arco/cello,membranophone/bimembranophone/snare,eletrophone/electroacoustic/bass,membranophone/bimembranophone/toms,idiophone/metal/bells

@data
-361.923765,112.993915,-50.563772,3.781671,-19.36035,0.547348,0.838532,-9.427382,-7.626054,-4.81423,-9.978895,-1.51847,-1.354912,3.519993,-4.571722,4.018299,4.675859,-3.356572,-6.534228,-2.005823,-7.817981,-4.619006,-2.935704,1.427419,-0.254593,1.535577,1.357869,5.162051,-0.820904,-0.315331,aerophone/brass/trombone
-303.48197,102.071653,2.942417,-2.365052,-1.91564,-5.906213,3.304965,-1.597676,-10.65551,-7.029082,0.702695,6.774262,3.087899,6.49753,5.698892,-1.092083,-0.689772,2.992716,2.576076,2.808949,0.434901,0.608819,1.376767,-0.346578,-0.659874,-0.095168,1.889611,-0.466294,-0.00522,-1.888131,aerophone/wood/bassoon
-125.882938,31.835142,6.993046,15.021291,4.34187,-7.914024,-9.86906,-1.339912,-1.888541,0.836851,-2.184108,-1.889245,-2.124388,-3.350458,-4.0765,-7.120567,-5.482954,-4.000505,-7.598672,-5.398934,-6.995472,-5.526078,-5.523303,-5.144668,-3.060942,-3.970701,-3.120873,-1.771823,-3.351034,-2.549914,membranophone/bimembranophone/snare
-606.377155,160.597915,34.520616,-1.528777,4.706373,1.342035,1.537664,-20.069057,-20.54216,-3.795503,-18.093111,-17.473189,-9.005301,-11.195589,-19.931413,-14.478961,-8.798835,17.647427,32.739412,26.969371,12.335638,-4.969735,-7.803961,8.619514,6.635706,-2.54729,-8.185885,5.143868,3.471999,0.43786,aerophone/brass/tuba
-705.834455,-1.018573,-42.12981,-0.623418,41.065772,24.028074,-5.782145,-19.23449,21.101359,24.080144,-29.63637,10.353995,26.746955,19.060818,15.494,-18.724574,14.487692,24.10466,-8.808401,-6.172154,2.191111,22.14539,-0.753112,-8.605543,0.869356,16.721192,13.605676,-6.238168,3.22798,2.796225,aerophone/wood/flute
-525.886115,205.101531,33.752536,18.405253,13.562303,6.435835,-1.022391,-3.730362,-6.154998,-3.347928,-3.092246,-2.977585,-7.895362,-3.977884,-7.884916,0.280283,-0.161068,0.914983,4.926984,-0.129862,-1.582168,0.929696,2.733293,0.34473,-0.396698,-4.30157,-2.65677,2.855578,-1.563875,-3.512534,aerophone/brass/tuba
-308.023247,79.209233,-14.566377,14.416663,-7.88384,-20.286263,5.663224,-8.89061,0.886359,6.145088,-4.29554,-8.763869,-8.772782,2.569184,-1.343138,1.243322,-4.655561,-1.802305,-9.913562,-0.733556,-5.118754,-6.938027,-1.514248,0.967063,-2.059844,-1.571837,-5.515453,-4.748254,-6.335179,-3.136828,aerophone/wood/saxophone
-363.481201,11.47279,-44.357127,-35.525772,-33.570404,-7.114937,2.017179,10.980068,7.218552,-8.9176,-19.756884,-23.825869,-3.385745,-7.202829,-10.636859,1.788481,-7.948506,-27.499065,-12.554092,3.13693,-4.755715,13.042326,5.67667,-12.421199,-1.873879,-19.442025,0.600366,15.681779,4.763084,-0.790534,aerophone/wood/flute
-490.635862,76.844701,25.793017,32.862379,7.620156,17.674264,-0.109238,6.491557,-6.315303,15.184896,4.86215,5.420696,3.939888,5.085788,9.283971,9.972396,7.608757,-1.436881,-12.048724,-19.29607,-15.113785,-10.300733,-3.687167,-5.110728,-5.804592,-3.666832,-5.88547,-2.141293,-3.027016,-1.207212,aerophone/wood/clarinet
-444.261507,22.626942,-58.137477,-2.665167,-6.391585,3.180813,-11.154992,-12.383054,-7.119135,-2.892405,-24.837333,-7.507447,-5.002509,43.541751,48.77902,24.25528,-17.481783,-12.877486,14.520561,23.759724,-3.99549,-21.474527,-5.946386,7.77763,-13.246777,-18.045767,23.378577,25.254985,-3.93281,-4.483437,aerophone/wood/oboe
-521.388008,18.83614,-52.690558,-0.651876,-12.787291,-20.179631,-25.192698,-2.207215,34.751848,50.161494,26.720493,-14.510881,-32.830889,-2.701469,7.416242,-13.230688,-4.974169,40.099064,35.414228,1.279251,-7.355487,-3.560081,-10.370951,0.766018,5.510482,-6.196741,9.495134,19.402211,-4.54246,-10.492148,aerophone/wood/saxophone
-148.600618,-27.387885,0.328456,27.778686,10.915821,-0.246697,-1.240058,-1.825389,3.230435,-4.247291,-4.962292,0.974159,-4.563469,-9.31192,-5.86974,-0.875325,-0.734237,-6.761734,-5.978593,-9.405004,-2.385754,5.286869,6.097989,-4.86758,-6.676655,1.053154,2.704522,-2.146035,-5.166577,2.703105,eletrophone/electroacoustic/electricguitar
-377.052954,41.899429,-41.449046,7.003462,-16.68299,-0.823391,-30.848713,-23.068025,-11.399348,11.496738,22.181348,16.707257,8.915571,-10.66893,-21.291902,-3.385205,-5.115084,-26.290577,-26.135288,-1.123253,10.359166,0.291978,8.036741,14.15861,-2.367952,-12.492966,9.081522,11.343476,-5.387441,-3.942475,aerophone/wood/clarinet
-400.570428,-25.142846,-68.436251,-16.135144,-24.590877,-12.546907,-19.758853,-16.662144,-18.212146,-15.302585,-15.176212,-18.721015,-35.773185,-26.952158,-5.610946,15.318226,38.84866,44.382659,12.337968,-18.417744,-6.919041,20.257894,13.445587,-8.356042,-11.826347,2.801147,14.161506,-4.853909,-19.871257,-0.942724,aerophone/brass/trumpet
-552.492557,107.346739,-56.109631,-17.136849,-6.589226,-12.129235,-7.345725,-20.374249,-3.507268,-8.065522,-6.217096,-15.727262,-16.354523,-23.948126,-25.907745,0.742022,22.658215,44.43522,32.418752,5.863169,-12.283449,-1.219358,22.537277,13.190389,-9.321008,-2.949413,5.585615,11.934342,-12.388862,-12.385117,aerophone/brass/trombone
-622.906927,171.99116,28.731816,-4.899518,-14.213622,-17.675718,-4.806077,-4.762034,-6.662084,-2.60989,-1.071314,-1.950972,-4.238873,-5.719138,-3.685775,2.346931,2.134256,-1.644449,3.037341,5.583509,-1.391508,-5.293347,-1.747804,0.127591,-2.262566,0.123524,1.780498,-3.914757,-2.892036,1.488826,aerophone/brass/horn
-351.550619,113.53187,9.092395,-10.395313,-19.313791,-5.609808,-7.431672,5.51688,-26.250701,-13.889496,-0.272091,-7.206108,-9.171028,5.283624,10.257059,0.080586,-0.872897,-5.72475,-4.651569,0.884947,2.882932,5.094432,-9.099803,-4.441193,1.766028,3.72564,13.016591,3.825185,-2.909091,0.145993,aerophone/wood/bassoon
-425.353304,176.776809,-15.095899,21.842165,2.21821,-2.825682,-1.720639,-8.285395,1.04626,-0.229456,-12.631955,-8.157804,-12.562804,-8.652578,-3.009071,-0.78756,-2.661066,0.662769,-1.531224,2.837688,4.886884,3.871209,1.824304,-8.699712,-11.406622,-8.936803,-5.890455,-7.523822,-7.682707,-4.960303,aerophone/brass/tuba
-433.400356,-34.365432,-45.478483,8.884893,-12.402643,-17.530737,-14.035828,-32.956142,-23.707138,-11.054652,1.999286,23.574296,41.410185,19.212407,-15.857306,-18.447038,-0.815148,11.87955,-25.174464,-40.25522,5.936358,23.003777,-7.542631,7.145885,32.296787,3.957373,-22.933376,6.950471,13.274017,-6.275848,aerophone/wood/saxophone
-377.513887,162.544807,1.313976,40.408112,-2.552463,1.529821,5.562932,12.809051,-2.512574,-3.341951,-1.819008,12.110988,3.478738,-12.047751,3.863843,1.52461,-3.406246,8.968816,3.728123,1.49297,2.606434,3.977365,-2.92695,5.512728,2.067275,-2.523808,2.684762,0.150969,0.840956,1.35712,eletrophone/electroacoustic/bass
-296.53135,60.449485,18.818096,34.777028,11.946592,15.06504,5.910644,12.237962,2.327247,5.867218,4.569534,6.228692,3.878921,0.159501,1.91574,1.268742,-0.592721,-2.851945,-2.478068,-2.626043,-3.826874,0.43892,-0.528311,-2.789062,1.344949,1.072726,0.347371,-0.086587,-0.268743,1.189658,membranophone/bimembranophone/bassdrum
-622.404507,71.516095,-23.131034,4.558508,10.131755,8.23165,-9.628174,-16.437642,-7.995788,2.144486,-11.106319,-15.521966,-15.115177,-12.91009,-17.569941,-17.772408,-4.532224,32.938784,49.223918,34.361327,10.79922,-3.457619,6.512889,17.751979,14.839079,-7.134001,-3.429691,10.809938,18.233891,-3.750285,aerophone/wood/flute
-503.898547,26.729814,-52.29574,-26.725822,-36.70085,-24.792796,-15.989787,19.978006,22.7791,33.997213,12.09876,-32.541241,-3.40449,18.338084,-2.674488,1.022404,30.977088,28.956421,-12.056085,-18.944292,10.063459,-6.640014,-5.290292,22.744975,-3.809509,14.814527,19.486556,-20.35028,6.32079,1.159489,aerophone/wood/clarinet
-359.514405,88.752513,-23.559768,18.390871,-7.477962,10.144118,1.182261,4.828225,-2.018183,14.153339,7.340331,0.492286,2.22826,4.892248,7.362053,3.526306,8.470471,6.019493,-1.168635,-11.650986,-11.027651,-11.146919,-12.761274,-5.455553,-4.591962,-3.770298,-3.837378,-5.403636,-4.040715,-2.850178,aerophone/wood/clarinet
-373.242474,22.452812,-37.817279,14.387269,-10.569377,-2.818413,9.68924,-13.08619,-26.043324,-30.288573,-24.956431,-13.088366,-11.976583,-18.750368,-28.833004,10.010044,19.359204,22.056028,37.046346,7.23616,-6.264861,3.855202,20.797972,16.410143,-9.541946,-16.129601,4.722834,5.669178,-8.636024,-11.115054,aerophone/wood/clarinet
-558.540469,44.987215,-28.598799,8.060936,8.087684,-1.528092,-27.849467,-28.657487,-18.640457,-8.428818,3.753981,26.370486,37.622769,40.833915,2.034739,-18.108939,7.938818,10.997249,2.67897,-23.098184,-18.214471,4.504489,3.838167,-1.578735,17.95139,18.401473,-1.793584,-7.508993,6.961052,4.77438,aerophone/wood/flute
-329.774322,45.018615,-63.672793,0.089056,-8.464331,23.83913,-3.294033,-17.43431,10.359269,8.582301,-4.66127,-10.188518,-0.316982,-3.724851,-7.553271,-2.511033,-8.696878,-3.282487,-3.486042,-4.48405,-10.242449,-25.507056,-27.388601,-18.893926,7.639689,22.276844,31.899588,19.838229,-4.272135,0.663036,aerophone/wood/oboe
-584.025851,37.447454,-27.803096,-1.955462,-2.75891,-5.482733,-29.326514,-31.663547,-15.640376,-12.713254,-4.879777,32.276941,50.641075,40.628112,9.082483,-20.616917,2.455542,24.631563,-2.509482,-23.839765,-15.873901,7.546115,3.740587,-0.830836,13.504803,23.994555,-2.02366,-5.838321,5.625569,5.952424,aerophone/wood/flute
-400.98179,112.885556,-15.768255,-4.128853,-12.583348,-1.993965,-9.119254,4.314157,-14.843954,-18.528088,0.423176,1.000308,2.785855,-8.684766,-0.795384,1.261089,-2.397016,1.623696,0.450845,4.002287,-2.996119,-3.801013,-3.11037,-7.605598,-3.95144,-16.13939,-21.12113,-18.140813,-10.983412,10.591422,aerophone/wood/bassoon
-593.652603,2.791082,-32.884569,-13.221056,1.915517,29.837995,18.193334,-17.562864,-27.217263,-12.634492,17.843508,33.988633,-1.16388,-1.03157,5.961974,12.115158,30.032851,9.121915,-19.711068,-5.290143,-7.282476,15.839572,15.243153,-3.728676,1.61031,-4.316438,15.737651,9.390255,-1.991345,0.9258,aerophone/wood/flute
-495.295381,38.711873,-62.798418,-6.845715,-2.497026,0.79424,-1.941329,-12.830356,-3.729118,13.995807,1.583738,-4.191332,8.553567,-4.935032,-6.139973,-7.574934,-29.046003,-26.805775,-9.230899,19.194064,37.716803,43.312076,7.28414,-10.228436,-4.570185,12.385276,15.591835,-1.174446,-14.507261,-2.124675,aerophone/wood/flute
-348.395148,43.590595,-30.972371,19.767666,1.210984,10.912501,-10.968879,-2.5472,0.914386,16.392161,12.237692,4.412943,-21.300648,-21.180011,-23.27789,-17.578847,-6.966159,-2.656814,-2.536221,-10.669766,-9.243368,-3.757616,-9.05268,-12.039485,-9.375294,-5.306006,3.390175,15.473847,8.943546,-0.096161,aerophone/wood/clarinet
-271.633994,72.465021,-41.351132,10.401119,-19.950209,-10.901939,4.270814,9.850178,5.175881,-10.045482,-13.083598,4.072024,-4.635552,-6.388445,-9.246763,-8.384246,-5.393012,-4.844371,-1.894679,2.624611,1.88212,6.742008,-0.670577,0.162635,-2.196378,-2.013697,-1.00911,-2.959881,-4.070307,-2.005846,aerophone/wood/saxophone
-657.816487,153.086099,44.407647,21.697993,-5.659757,-11.509571,0.497708,-1.419638,-4.918848,-2.292011,-1.685087,-0.573054,-5.315392,-11.818919,-2.297249,8.149642,-1.360736,-2.00862,5.207518,6.231505,-0.050142,-5.358432,-1.902602,-1.340829,2.852571,2.401669,-4.51449,-8.593612,-15.461158,-19.253106,aerophone/brass/horn
-297.722689,54.576008,-42.819015,3.568794,-11.469414,-9.012209,-8.703545,-19.132272,-16.785502,-11.083948,-12.287967,-7.210261,-11.407897,-12.199702,1.612416,13.24773,21.147182,20.05499,1.183642,-3.759018,-0.149067,11.861484,4.229797,-9.90064,-10.329781,4.998246,5.487074,-2.216137,-6.588668,2.086539,aerophone/wood/saxophone
-339.764178,109.282548,-6.197718,4.32406,-25.383248,0.223629,5.065639,3.447325,-21.758739,-0.803505,5.016943,-0.698819,-6.685491,-5.545367,-9.756299,-3.217294,1.249873,4.793974,8.619193,3.413424,3.05879,2.357688,-3.488418,1.754282,-4.328191,-1.860898,-4.337628,-6.59848,-0.21063,-9.329549,aerophone/wood/bassoon
-551.978253,138.472626,-5.633028,10.945771,3.678607,13.385993,-10.085577,-26.479381,-15.370078,-22.393019,-37.80534,-13.232929,-11.038556,-12.468075,-16.21072,-19.732637,2.2352,16.935344,27.971474,26.662887,7.161583,-11.986978,5.843788,23.486472,4.338854,-9.923454,-12.977337,9.247642,8.644364,-9.25038,idiophone/fibrousmaterial/marimba
-670.924679,-6.799162,-51.300402,32.294373,-6.57877,19.702927,20.284781,-5.719879,-17.458138,26.603302,30.765256,-1.299633,-11.31997,25.101726,-2.22469,31.922751,29.632564,-24.626126,-10.401761,15.635305,-2.599051,6.868085,-11.442979,4.629543,-3.605644,23.245382,23.623591,-13.580253,7.514137,6.008161,aerophone/wood/oboe
-365.287143,-13.588283,-53.485071,-28.777482,-41.65656,-27.221664,5.27019,22.349411,8.901171,-15.155499,-43.591111,-22.880262,13.490066,16.56673,13.306627,32.530229,4.786417,-26.958789,-11.45327,10.020625,3.383319,3.968746,2.277424,-6.947696,-0.320468,-17.297163,-7.974372,16.985329,3.5639,-4.535857,aerophone/wood/flute
-135.84002,-38.714769,-8.644989,8.258433,-23.437971,-4.790145,6.321259,0.912135,-13.468638,3.056108,-6.56526,0.319903,-11.444064,0.154043,-6.351581,-3.591119,-12.549863,-0.446514,12.739714,5.05985,6.623974,3.68016,-1.842662,-0.977289,5.49812,2.718955,4.483761,-4.956356,-3.468253,7.645578,eletrophone/electroacoustic/electricguitar
-555.339717,160.263296,22.065434,18.370026,8.128462,0.053224,6.563323,-0.508923,-6.776342,-7.475261,-17.307542,-12.328607,-22.804497,-17.566995,-21.108618,-11.020655,-5.400911,-8.746608,-13.709698,-21.984371,-17.25775,-1.896506,16.046243,21.921813,15.187122,2.731674,-8.669841,0.134427,5.264599,8.067335,aerophone/brass/tuba
-444.593455,28.015516,-65.311645,5.68026,-14.551983,-17.871503,-26.070438,15.487592,22.708484,22.851677,18.667383,-9.6558,-30.917478,-3.543525,-3.78743,-17.59341,11.864289,38.002696,25.129715,2.239115,-7.904533,0.961731,1.413818,12.575781,0.975251,-13.207437,20.090606,13.075317,-17.58348,-0.498328,aerophone/wood/oboe
-633.91932,4.385747,-37.774365,-6.534793,12.738989,32.050732,4.623732,-24.157346,-9.866735,27.547177,19.142182,-13.799197,-11.653847,5.053133,20.579863,39.69647,1.521654,-19.74995,10.656609,19.009416,4.139869,-2.036268,-8.073046,12.99132,7.082366,10.330243,-14.919259,0.792965,18.34798,6.964233,aerophone/wood/flute
-736.985273,19.190886,-26.340041,-5.272788,-1.934318,9.051271,23.581749,26.39706,0.538262,-19.200664,-18.073517,17.568217,28.69184,22.383125,25.777796,-4.562338,-24.206968,6.179667,23.149903,9.604261,-4.08336,1.400451,-2.240603,0.683991,0.484008,18.050193,15.776314,-1.298394,-0.171014,9.534418,aerophone/wood/flute
-506.367509,67.512303,-36.16311,2.93501,-24.505889,-15.439641,-28.872835,-22.46297,-15.167408,-16.642268,13.207509,37.003426,33.385044,20.954404,-9.112672,-13.520811,7.376061,20.500939,-16.570481,-28.598471,-0.757645,14.470488,1.412816,14.229933,26.599007,3.340367,-17.982815,2.153365,17.913248,-5.125825,aerophone/brass/horn
-320.243074,18.340749,-57.404598,-0.358023,-24.905381,-22.225844,-17.907385,-0.349047,8.937073,27.067682,16.234357,-2.69793,-15.340484,-2.410982,9.053016,2.171864,-17.521862,10.418218,19.186896,-4.847304,-6.670244,6.795728,-8.413104,-9.702088,8.647995,-1.524444,-5.441303,19.307457,5.064455,-1.868674,aerophone/brass/trumpet
-378.933779,68.364987,-29.28221,7.799696,-18.464895,-8.1492,-8.579193,-13.814335,-15.850511,-14.004869,-8.792038,-15.978634,-16.751698,-13.684705,-11.376879,2.790589,22.322729,34.688508,12.085115,-5.117885,-4.028836,6.626453,10.089018,-0.153274,-11.764465,-3.464867,9.264513,7.047487,-8.337092,-9.751644,aerophone/wood/saxophone
-550.957705,70.42035,-43.447874,-25.567915,-16.641183,-7.870897,2.237032,-9.084808,-24.715875,-15.444606,-2.643858,31.263682,33.978101,20.316588,12.991421,-21.836662,-2.133275,22.118446,8.368279,-11.851356,-18.745729,9.43546,0.671711,-4.274713,23.228361,20.062043,-3.967856,-7.835912,18.380115,1.192849,aerophone/wood/bassoon
-539.542501,45.039209,-66.728109,7.207992,-9.843125,8.751996,-1.882889,-10.681429,-7.208386,-10.770075,-14.79553,-17.551648,1.676588,61.372286,60.529176,20.819729,-7.634224,-10.658744,14.078891,24.051297,-2.417374,-21.836502,-7.471543,15.02611,-10.894522,-20.787916,28.169344,26.336755,-6.897382,-3.990297,aerophone/wood/oboe
-426.644069,54.049284,-44.659218,-2.410832,-18.264518,-7.001658,-16.281843,-11.208529,-17.726051,-23.694073,-20.739982,-11.630832,11.662863,33.827919,29.095677,24.023912,-14.925097,-15.066568,10.164412,12.16773,-15.049351,-17.178271,-6.416442,1.445563,-11.787035,-17.06937,22.54317,17.733033,-7.002891,-0.832629,aerophone/brass/trombone
-346.283804,79.432803,-42.035956,5.563789,-16.627014,7.096837,5.895375,-4.363382,-4.781932,-2.808978,-8.368881,-2.104601,-6.067185,0.316797,-9.80633,0.607251,1.876473,0.342288,3.38985,7.225729,2.046478,-0.536916,0.169263,1.107883,-4.060492,-5.324895,-6.734547,1.596506,-2.533703,1.716287,aerophone/brass/trombone
-533.891324,114.321077,-57.546483,3.123182,8.615758,-2.32037,-6.549893,-11.4687,-2.413894,-16.817997,-25.027709,-11.007722,-8.793099,-10.244045,-16.504289,-18.016334,-13.220323,-1.008025,17.190161,22.116256,27.244707,11.235514,-6.855929,-3.462485,15.257735,19.735408,-3.224255,-12.5208,6.379357,12.037825,aerophone/brass/trumpet
-416.281008,195.502467,5.930164,11.366454,3.054852,4.256286,-1.541999,-5.202013,-6.454392,-9.619537,-6.168477,-10.13415,-8.120347,-2.296799,-1.178125,4.374478,2.14259,-1.24186,-2.7851,0.226959,0.244495,0.931599,-3.022565,-2.343693,0.810666,3.021169,-0.196048,-1.046573,-2.320558,-2.971132,aerophone/brass/tuba
-362.025873,7.470292,-47.433267,2.941761,-8.020075,-6.258647,-6.253653,-13.709714,-18.523666,-16.552478,-16.258047,-11.662507,-13.986939,-8.801874,-20.642713,-14.682627,-0.855765,18.88973,28.964636,17.695619,2.774391,-9.27844,1.705201,16.820471,9.664504,-14.198129,-12.483269,13.137895,8.492726,-7.920985,aerophone/brass/trombone
-375.94782,-5.47922,-7.850245,-6.886141,-27.927203,-28.959471,-34.862548,-16.620539,18.045918,22.183799,-6.522886,-18.822928,-41.258148,-21.122828,-11.094533,-23.161009,-3.821776,28.561459,20.825796,-17.109974,-12.459838,-2.130485,-27.951985,7.973863,3.734027,-23.643203,8.697659,14.614854,-14.097165,-1.3811,chordophone/arco/violadarco
-368.246445,117.133095,-16.088561,13.444997,-17.071912,-14.254415,-13.5172,-4.45151,-9.099797,-8.146417,-5.516763,3.092375,-4.807914,-8.275189,-6.419166,1.324032,-4.995011,-0.25128,0.790495,-0.814365,-1.78876,0.151718,-3.890473,-2.420486,0.00217,0.216771,-2.787705,-3.154374,-0.663998,2.906903,aerophone/brass/horn
-648.379949,29.067509,-24.701279,15.630088,-2.883379,-14.771085,-23.681417,-9.793481,12.687285,21.345741,21.926976,33.763144,18.258008,-11.338329,-9.916128,1.54208,-14.109677,-19.265026,-1.105289,22.851,28.705867,12.157957,24.833901,9.812168,-9.542533,-0.282458,13.335932,-7.893246,-9.37861,7.834401,aerophone/wood/flute
-349.140851,-22.172398,-52.831369,-10.191465,-22.061589,-0.339963,11.566285,-8.056083,-24.439518,2.865275,25.76902,-4.13818,-18.694942,-7.843228,-6.017603,3.650012,23.965946,1.598209,-3.643549,14.765743,-5.512271,6.234282,0.018261,1.559345,-0.225679,2.776096,16.177645,-14.74991,-3.673259,0.606966,aerophone/wood/saxophone
-570.579693,71.940526,-23.580087,5.459867,-4.421731,-7.71702,-27.387961,-33.13167,-21.488392,-5.269571,-12.726101,-11.555722,7.805456,29.570317,32.780015,21.300493,-7.941349,-4.781697,11.667966,19.05604,0.833605,-10.635553,2.018192,5.30893,-2.954841,-7.830071,18.167444,19.89075,7.27982,0.077748,aerophone/wood/flute
-486.137686,63.402098,-61.259838,-26.360806,-28.252428,-19.192691,-22.915618,-12.979342,3.939123,18.134253,32.784823,6.034472,-12.161409,-12.10853,-10.738839,-0.215676,-15.259714,-3.780532,22.832747,19.602652,3.54302,4.735277,-2.14265,-6.709813,-4.261617,-1.328348,-14.610326,-0.035368,9.659631,9.017209,aerophone/brass/trombone
-385.5769,-18.426405,-51.184003,-12.168068,-25.333305,-20.853992,-20.270731,-16.279717,1.93779,26.169669,16.529789,-5.023929,-19.349633,-0.798359,14.518675,-6.841884,-20.631988,15.95799,39.682924,3.563895,-2.997256,6.327131,-0.110237,-11.529027,10.524068,-7.900642,-12.261194,27.429962,9.199851,-6.993918,aerophone/brass/trumpet
-409.439353,5.868805,-53.686494,-10.051427,-31.193209,-16.600726,-22.270617,-19.724331,-24.202669,-19.366459,-3.976691,19.157374,34.310691,33.080837,-0.488263,-19.594214,-1.702457,16.214802,1.221628,-24.56965,-22.621797,1.728737,1.533321,-6.925633,16.502964,20.883925,-11.535155,-8.338534,11.936723,-0.976845,aerophone/brass/trombone
-627.931546,181.426853,68.194903,39.211111,24.144227,12.21326,7.025958,-7.569473,-11.209287,1.046298,-6.775988,-5.253665,-3.877339,-6.773126,-8.882962,0.528785,-4.730664,-3.690793,3.531284,-1.555177,1.794016,4.312887,0.128239,-2.744564,-0.062698,-2.569372,-1.996557,1.366159,-4.143501,-2.026493,aerophone/brass/tuba
-618.475694,63.919235,-32.17294,4.96186,0.815537,-15.788288,-15.412501,-20.506492,-23.718235,-14.805261,-23.138868,-10.166077,20.88997,36.506006,52.106888,28.680627,-5.510855,-2.663083,8.949378,17.607957,-1.911956,-6.652771,-5.285534,8.555648,-10.185424,-10.657086,17.06326,24.49321,0.280322,-2.397233,aerophone/wood/flute
-383.17917,120.422433,-6.261639,-12.49775,-20.628015,-9.405586,-15.049295,-0.350016,-14.980332,-14.713678,3.082971,-2.621582,-4.345365,-2.596289,3.719724,2.53487,-14.01759,-4.992334,-5.589916,-15.28583,-13.919794,-14.249232,-16.45492,-11.809138,3.290897,19.96031,17.549666,6.250233,-4.100682,1.521783,aerophone/wood/bassoon
-400.867192,55.926789,-35.355544,-7.6054,-17.290102,-13.407478,-2.074614,2.532711,-11.947339,-4.45487,-2.624523,-10.114777,-9.848037,-5.145067,-4.338536,-8.603019,-13.514321,-2.521203,2.5903,-16.464427,-30.684826,-25.67919,-28.45278,-23.629458,5.624464,37.736779,27.579078,1.573774,-8.240088,0.184852,aerophone/wood/flute
-403.25558,1.363896,-47.937033,-4.706995,-18.422449,-8.224316,-9.03352,18.010489,24.054213,22.516894,-18.711886,-21.875125,1.106769,10.186433,-2.057567,13.106062,25.01109,-17.673583,-24.086026,4.057124,1.178995,-5.011441,14.36932,8.883032,9.65048,10.623033,-15.65699,-4.610273,11.899431,2.037576,aerophone/wood/clarinet
-246.806408,-21.035277,12.955597,12.799773,14.45569,32.213961,-2.794772,-17.713296,-24.884709,-22.133577,-9.397161,23.873295,-1.458556,-14.560777,-6.402906,8.837747,-30.689763,-46.802465,2.215698,5.58212,-20.38989,-19.028722,-8.076342,6.05609,30.570425,9.571011,-5.416984,14.352777,0.748934,4.342666,eletrophone/electronic/keyboard
-585.782608,61.958091,-27.986107,6.230508,4.937667,-0.862469,-7.225623,-17.341179,1.289788,3.052223,-10.490172,-9.889367,-7.5189,-20.139016,-19.290609,-19.893654,-1.870656,27.231856,40.424111,43.289747,13.229868,-0.403196,-0.784484,18.509683,13.989038,-2.942033,-6.929293,11.046809,13.312376,-1.343422,aerophone/wood/flute
-374.739141,61.271392,-44.016442,14.945137,2.004976,12.623335,-21.808837,-15.071726,-4.315971,5.976657,-2.448025,6.952185,-3.559578,-6.651074,-12.037582,0.574994,-4.303804,4.447451,-3.492532,-9.733954,-15.891515,-9.688161,-14.508843,-29.808006,-24.952882,-4.655454,12.346462,32.689428,22.297797,3.166756,aerophone/wood/oboe
-357.818343,49.023609,-39.12556,11.07711,-16.134588,-19.655786,-10.137778,-13.54337,-21.58776,-11.881419,-21.778051,-22.705508,-12.020547,2.266355,17.524453,27.047417,20.665244,0.393604,-9.08355,-2.972322,8.10028,6.754363,-12.379908,-5.437546,0.83516,-4.332543,-8.596519,-6.039503,6.932922,5.564518,aerophone/wood/saxophone
-393.629051,21.69798,-22.50626,12.334534,-17.939183,-14.810154,-19.894086,-12.888257,-22.330124,-18.266941,-36.221143,-24.589615,-15.205618,10.115343,40.863302,48.243609,13.665236,-14.196398,-17.659795,12.288096,23.288893,-11.223125,-12.160803,4.172187,10.459822,-16.510164,-24.993024,13.295543,22.141949,9.309629,chordophone/arco/violin
-373.290731,55.760921,-8.470611,15.055713,-17.535657,-3.999217,-12.829576,-3.108131,2.697891,-6.454488,-20.821911,-14.117107,3.706625,0.885262,-16.745849,-12.191447,-8.982051,-7.393506,-6.783723,-12.72387,-26.9335,-38.520362,-36.886793,-14.509424,8.84954,20.780413,27.131249,20.703307,-1.369251,-3.508428,aerophone/wood/saxophone
