@relation ehd

@attribute arg1 numeric
@attribute arg2 numeric
@attribute arg3 numeric
@attribute arg4 numeric
@attribute arg5 numeric
@attribute arg6 numeric
@attribute arg7 numeric
@attribute arg8 numeric
@attribute arg9 numeric
@attribute arg10 numeric
@attribute arg11 numeric
@attribute arg12 numeric
@attribute arg13 numeric
@attribute arg14 numeric
@attribute arg15 numeric
@attribute arg16 numeric
@attribute arg17 numeric
@attribute arg18 numeric
@attribute arg19 numeric
@attribute arg20 numeric
@attribute arg21 numeric
@attribute arg22 numeric
@attribute arg23 numeric
@attribute arg24 numeric
@attribute arg25 numeric
@attribute arg26 numeric
@attribute arg27 numeric
@attribute arg28 numeric
@attribute arg29 numeric
@attribute arg30 numeric
@attribute arg31 numeric
@attribute arg32 numeric
@attribute arg33 numeric
@attribute arg34 numeric
@attribute arg35 numeric
@attribute arg36 numeric
@attribute arg37 numeric
@attribute arg38 numeric
@attribute arg39 numeric
@attribute arg40 numeric
@attribute arg41 numeric
@attribute arg42 numeric
@attribute arg43 numeric
@attribute arg44 numeric
@attribute arg45 numeric
@attribute arg46 numeric
@attribute arg47 numeric
@attribute arg48 numeric
@attribute arg49 numeric
@attribute arg50 numeric
@attribute arg51 numeric
@attribute arg52 numeric
@attribute arg53 numeric
@attribute arg54 numeric
@attribute arg55 numeric
@attribute arg56 numeric
@attribute arg57 numeric
@attribute arg58 numeric
@attribute arg59 numeric
@attribute arg60 numeric
@attribute arg61 numeric
@attribute arg62 numeric
@attribute arg63 numeric
@attribute arg64 numeric
@attribute arg65 numeric
@attribute arg66 numeric
@attribute arg67 numeric
@attribute arg68 numeric
@attribute arg69 numeric
@attribute arg70 numeric
@attribute arg71 numeric
@attribute arg72 numeric
@attribute arg73 numeric
@attribute arg74 numeric
@attribute arg75 numeric
@attribute arg76 numeric
@attribute arg77 numeric
@attribute arg78 numeric
@attribute arg79 numeric
@attribute arg80 numeric
@attribute class hierarchical 1/1/0,2/2/0,4/a/0,3/2/0,2/4/0,1/2/7,1/2/9,2/2/9,4/3/0,2/3/0,2/2/8,3/1/0,4/b/0,1/1/6,1/2/1,2/0/0,4/1/0,1/1/5,4/6/0,1/2/0,4/9/0,1/2/f,4/2/0,2/1/1,2/1/0,1/1/2

@data
5,0,0,3,0,1,0,0,1,0,6,0,0,1,0,4,0,0,0,0,6,0,3,4,0,3,0,4,0,1,6,0,2,0,1,6,1,1,2,2,5,0,6,0,0,2,2,3,4,2,3,2,6,4,1,2,0,7,0,1,5,0,1,1,2,7,0,4,0,2,4,0,5,0,2,2,0,0,0,0,2/3/0
4,2,1,4,2,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,1,3,4,1,0,0,0,7,3,3,1,1,5,1,2,0,1,2,0,0,0,0,0,0,2,0,0,5,0,5,3,6,3,1,1,0,0,1,0,0,0,0,0,0,2,0,0,1,1,4,0,2,3,1,4,0,2,4,3,2/3/0
1,3,1,7,1,2,0,0,6,1,1,0,0,7,1,0,0,0,1,0,0,0,0,3,0,4,0,0,6,1,0,1,2,7,1,3,0,3,7,1,0,0,0,0,0,5,1,6,3,1,0,2,7,7,1,0,1,3,5,0,1,0,6,0,2,4,0,7,0,2,2,0,7,0,0,3,1,2,3,4,2/3/0
0,1,0,7,1,0,0,0,5,2,5,0,0,7,0,0,0,0,0,0,0,0,0,1,0,5,0,0,5,0,2,0,2,7,1,2,0,1,3,0,0,0,3,0,0,3,3,6,4,1,0,2,7,5,0,1,0,3,2,0,2,0,7,0,5,3,0,7,0,0,0,0,3,0,0,1,0,0,0,3,2/3/0
0,1,1,5,0,1,0,0,7,0,6,0,7,0,0,5,0,1,0,0,0,0,0,3,0,4,0,0,3,0,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,0,5,2,0,4,1,5,5,1,5,1,3,4,2,2,0,4,1,1,5,4,5,3,1,4,0,7,2,0,0,0,0,0,0,2/3/0
0,0,0,6,0,4,0,0,7,1,7,0,3,3,0,2,0,0,0,0,1,0,0,7,0,4,1,2,7,1,7,0,1,3,1,3,0,0,1,0,1,2,7,0,1,1,2,6,4,4,4,2,7,1,2,3,0,3,1,1,0,0,7,0,4,0,1,7,0,1,0,0,3,0,0,0,0,0,0,0,2/3/0
1,0,1,6,0,5,0,2,1,1,7,0,2,0,1,4,0,0,1,1,3,0,0,7,0,4,0,4,6,1,7,1,2,2,1,4,0,0,0,0,2,0,0,0,0,6,0,0,0,1,7,0,0,0,1,6,0,0,0,0,3,0,0,0,0,2,0,0,0,0,7,0,0,1,0,7,0,0,0,0,2/3/0
1,0,2,5,3,6,0,2,5,2,0,0,0,0,0,3,2,1,1,1,1,0,2,4,1,3,1,1,7,1,5,1,6,7,0,2,1,1,3,1,0,0,0,3,0,6,1,6,3,2,6,0,7,3,0,0,0,0,0,0,0,2,0,0,0,6,1,2,3,2,6,2,1,6,1,0,0,0,0,0,2/3/0
0,1,2,6,1,5,1,0,7,3,3,0,0,4,1,0,0,0,0,0,0,1,0,6,0,3,0,3,5,1,3,1,1,7,2,1,0,1,6,1,3,0,5,0,0,4,1,6,2,2,3,3,7,3,1,0,1,1,3,1,4,0,2,0,1,7,0,2,0,2,4,2,2,0,0,1,1,0,0,0,2/3/0
2,0,0,3,1,5,0,0,6,2,3,0,0,5,1,3,0,0,2,0,2,0,0,1,0,4,0,2,2,0,1,0,0,3,2,6,0,0,1,1,3,0,3,1,1,1,1,2,2,1,2,1,7,2,1,2,0,6,0,2,6,0,6,0,2,5,0,7,0,2,2,0,2,0,0,0,0,0,0,0,2/3/0
1,0,1,7,0,5,0,1,5,0,4,0,1,6,2,1,2,4,2,2,1,0,0,0,0,5,0,0,0,0,6,0,0,3,1,5,0,0,2,2,1,0,1,0,0,7,0,6,3,1,2,2,7,6,2,6,0,4,3,1,5,0,7,0,0,3,0,7,1,0,7,0,1,6,1,6,0,0,5,0,2/3/0
5,3,2,7,1,0,3,1,6,2,0,3,0,5,0,0,2,0,0,0,0,3,0,3,0,1,0,1,7,1,5,2,6,5,1,3,1,3,3,2,0,0,0,0,0,4,0,1,2,1,4,4,6,3,1,4,0,0,1,0,0,1,0,0,0,3,1,0,3,0,7,1,1,2,0,5,0,0,1,0,2/3/0
4,1,1,7,0,5,0,0,5,0,7,0,3,0,0,7,1,1,0,0,6,0,5,1,0,5,0,7,1,0,6,0,0,2,0,7,0,3,3,2,6,0,7,0,0,4,2,7,3,1,3,0,7,0,0,0,0,4,0,0,6,1,0,1,2,7,1,6,2,2,1,0,1,0,0,0,0,0,0,0,2/3/0
4,0,5,3,0,7,0,2,4,0,5,0,3,0,0,0,1,0,0,0,4,0,4,0,0,5,0,5,5,1,5,0,6,2,1,2,2,3,2,2,3,0,1,0,0,5,2,4,3,2,3,0,5,1,0,0,0,0,0,0,3,1,0,1,0,7,0,1,0,0,4,0,2,0,0,5,0,0,0,0,2/3/0
2,3,6,7,2,0,2,0,7,1,1,2,0,7,2,0,0,0,1,0,5,0,0,6,0,5,2,4,7,2,5,2,7,2,1,1,1,0,0,0,3,0,0,2,0,6,0,0,5,1,1,0,3,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2/3/0
2,2,4,7,1,0,3,0,0,0,0,3,2,2,1,4,1,0,1,0,2,0,0,3,1,2,0,1,7,1,5,1,2,4,1,2,0,0,0,0,2,0,0,0,0,1,0,0,5,0,4,1,4,4,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,3,0,4,0,0,1,0,2/3/0
4,1,2,7,0,5,1,2,5,2,3,1,1,3,2,5,3,2,2,2,5,0,0,4,0,6,0,2,5,1,5,0,0,7,2,5,0,3,4,4,6,0,0,1,0,6,0,7,3,2,5,2,4,6,3,6,0,0,5,1,5,0,3,3,0,2,1,6,2,0,4,0,0,5,0,7,0,1,7,0,2/3/0
5,0,0,7,0,6,0,3,6,1,4,0,1,1,0,0,0,0,0,0,7,0,5,0,0,5,2,5,6,3,5,0,3,0,0,0,0,0,0,0,7,0,0,2,0,7,0,3,2,1,3,0,0,0,0,0,0,0,0,0,6,3,0,3,1,7,1,3,1,1,3,1,0,0,0,0,0,0,0,0,2/3/0
3,0,0,5,0,5,0,1,4,1,2,0,0,3,1,0,0,0,0,1,4,0,0,0,0,7,0,7,1,0,3,3,6,6,2,3,0,2,0,1,6,0,0,0,0,7,0,0,0,0,7,1,1,1,2,1,0,0,0,0,3,2,0,0,0,7,1,0,1,0,7,1,0,0,0,0,1,0,0,0,2/3/0
2,6,5,3,3,1,6,1,7,1,0,0,0,5,2,0,0,0,0,0,3,4,6,5,3,3,4,5,7,1,3,2,2,7,4,2,0,0,6,2,5,1,5,7,2,3,3,5,7,2,3,2,6,6,6,4,0,2,7,3,2,2,3,2,1,0,3,0,1,1,0,2,3,5,5,5,1,5,6,4,2/3/0
5,0,1,4,1,3,1,0,7,3,6,0,0,6,1,3,0,0,6,0,3,0,0,7,0,4,0,1,4,1,4,0,1,6,2,6,0,3,3,1,2,0,6,0,0,5,1,3,3,2,4,2,7,4,1,1,0,7,2,1,2,0,7,1,2,6,0,6,0,2,2,0,6,0,3,0,0,0,0,0,2/3/0
0,1,0,7,3,0,2,0,7,3,0,0,0,7,1,0,0,0,0,0,0,0,0,3,0,1,0,0,3,3,2,1,1,7,2,5,1,3,6,2,0,0,2,3,0,1,0,2,1,0,2,3,4,4,2,4,0,4,1,1,1,0,4,0,0,2,0,0,0,0,7,0,3,0,1,4,0,1,0,0,2/3/0
3,5,2,7,3,0,2,1,7,1,1,2,0,7,0,5,1,0,4,0,6,0,0,2,0,2,2,2,6,3,5,3,6,3,2,5,0,3,2,1,6,0,0,0,0,5,0,2,0,2,7,0,3,0,1,4,0,0,0,0,6,0,0,1,0,5,0,0,0,0,7,0,1,0,0,6,0,0,0,0,2/3/0
0,2,2,7,0,5,1,0,5,0,6,0,0,7,0,3,0,0,0,0,2,0,1,2,0,6,0,2,2,0,6,0,2,2,1,5,0,0,3,0,6,0,2,0,0,4,1,5,6,1,4,2,7,4,1,2,0,4,2,0,5,0,6,4,0,7,1,2,2,1,5,2,6,0,1,0,2,0,0,0,2/3/0
4,1,0,7,0,4,1,0,4,0,7,0,0,6,0,0,0,0,0,0,3,0,0,4,0,5,0,0,5,0,6,0,0,5,0,4,0,0,1,0,4,0,1,0,0,6,1,6,3,1,4,2,7,5,1,5,0,4,1,1,7,0,6,2,0,6,0,6,0,1,4,1,7,2,0,0,0,1,0,0,2/3/0
0,7,1,2,0,0,7,1,0,0,0,3,0,7,2,0,1,0,3,2,0,4,0,4,0,1,3,1,3,2,4,4,5,2,2,4,1,1,6,1,1,1,2,1,0,1,0,0,0,0,6,1,2,5,2,6,0,2,1,2,2,0,0,0,0,0,0,0,0,0,7,0,0,1,0,7,0,1,1,0,2/3/0
1,1,1,7,1,4,1,1,7,2,2,2,3,7,2,5,0,2,6,1,7,0,2,0,0,5,0,1,2,1,7,2,3,3,1,6,0,1,0,0,6,0,0,0,0,5,0,0,0,0,7,0,0,0,0,2,0,0,0,0,6,1,0,3,0,5,1,0,2,0,7,1,0,0,0,0,1,0,0,0,2/3/0
2,0,5,0,0,1,1,7,2,3,4,0,7,0,3,0,0,4,1,2,6,0,3,5,1,2,3,7,5,3,3,0,1,2,1,5,0,5,1,0,1,0,0,6,0,3,3,4,6,2,5,0,2,3,1,2,0,0,3,0,0,0,0,0,0,6,1,0,5,1,7,0,0,1,1,0,0,0,0,0,2/3/0
0,0,1,0,0,2,0,5,0,1,1,0,5,2,2,3,1,5,1,2,6,1,3,2,1,4,0,7,3,1,2,1,1,1,1,5,0,4,0,2,2,0,3,1,1,2,2,4,6,2,1,3,5,4,2,2,0,2,0,0,6,0,2,4,0,5,0,7,0,1,4,1,4,0,2,0,1,0,1,0,2/3/0
0,0,0,0,0,0,0,6,0,0,0,0,7,0,1,2,1,7,1,3,4,0,5,1,2,3,1,6,3,2,1,0,6,0,2,0,0,3,0,0,5,0,2,0,0,1,1,6,5,1,2,0,5,2,2,0,0,1,0,0,6,0,2,0,0,4,0,7,0,2,2,0,0,0,1,3,0,0,0,0,2/3/0
3,1,3,0,0,1,0,7,0,2,0,0,7,0,4,1,1,7,0,2,6,1,4,1,2,1,2,6,6,2,3,0,5,0,3,3,0,6,0,0,5,0,1,1,0,6,2,4,3,2,2,1,2,1,2,3,0,1,0,0,6,0,0,0,0,7,0,0,0,1,2,0,0,0,0,6,0,0,0,0,2/3/0
3,1,1,0,0,0,3,7,0,0,0,6,6,0,0,0,6,2,2,0,6,0,5,3,1,2,2,6,3,2,0,4,0,1,0,0,4,0,1,0,7,0,0,0,0,5,0,0,0,1,1,1,0,5,1,0,2,3,7,1,6,0,0,3,1,7,0,0,1,0,5,1,2,0,0,3,0,2,2,0,2/3/0
5,1,1,1,2,0,1,2,0,0,2,2,6,0,2,7,1,5,1,2,4,0,2,1,1,3,0,3,0,2,5,0,4,0,2,5,0,0,0,0,5,0,1,4,0,2,1,3,7,1,2,3,5,4,2,6,0,0,2,2,3,1,0,0,0,1,1,1,5,1,4,1,1,4,2,7,1,2,3,3,2/3/0
5,0,6,3,2,4,1,4,1,3,6,1,2,4,1,2,2,3,4,1,5,1,3,5,3,3,2,5,7,2,2,1,6,5,3,6,0,3,0,1,6,0,2,2,2,5,1,5,2,3,6,0,4,0,2,3,0,0,0,0,5,0,1,3,1,7,1,1,3,1,7,1,0,1,0,0,2,1,1,0,2/3/0
7,0,0,2,1,7,1,4,2,0,3,1,2,3,0,7,0,3,1,0,5,0,1,5,2,5,2,6,7,2,4,2,5,2,3,7,0,1,1,0,0,0,0,4,0,6,1,1,4,1,6,0,0,2,3,7,0,0,1,0,0,0,0,0,0,6,0,0,1,0,7,0,0,0,0,7,0,1,1,1,2/3/0
0,0,0,0,0,0,0,6,0,0,2,0,7,0,2,2,1,7,0,2,5,0,6,1,0,1,1,6,1,4,2,0,7,0,2,2,1,5,0,0,4,0,0,7,1,2,4,5,4,2,3,0,2,4,2,3,0,0,3,0,1,0,0,0,0,5,0,0,5,2,7,0,0,4,3,1,0,0,4,1,2/3/0
2,1,2,0,0,1,2,7,0,1,2,3,7,0,3,5,0,6,1,1,5,1,6,1,0,3,0,7,1,3,0,0,2,0,2,4,0,2,0,0,5,0,1,7,2,1,4,4,4,4,1,0,0,4,1,3,0,0,1,0,4,0,0,0,0,1,0,1,7,3,3,1,0,7,5,3,2,0,3,1,2/3/0
6,0,5,3,0,7,0,0,0,0,5,0,3,3,1,3,0,2,0,0,3,0,0,7,2,4,1,4,7,1,5,1,2,5,1,6,0,0,5,0,0,0,0,0,0,6,1,1,6,1,6,0,1,2,2,7,0,0,0,0,0,0,0,0,0,6,0,0,2,1,7,0,0,3,1,6,0,0,1,0,2/3/0
4,0,0,0,0,6,0,2,1,1,6,0,5,0,2,3,0,2,0,0,5,0,1,2,0,4,0,3,0,1,5,0,1,3,1,4,0,0,0,0,3,0,2,6,1,3,3,3,7,2,3,2,3,4,2,6,0,0,1,0,0,0,0,0,0,4,0,1,6,2,6,0,1,4,2,1,0,0,0,0,2/3/0
0,0,0,0,0,4,0,0,0,1,3,0,1,0,1,0,0,3,0,0,3,0,3,0,3,4,0,2,1,2,3,0,1,3,2,5,0,1,2,1,0,0,0,0,0,5,1,4,4,2,4,2,5,1,2,2,0,2,0,1,0,0,0,0,1,5,1,0,2,0,7,0,1,0,0,4,1,1,2,0,2/3/0
7,0,0,0,0,5,0,1,0,0,6,0,0,0,0,7,0,1,2,0,7,0,2,1,2,4,0,3,6,2,5,0,4,2,3,7,0,0,0,0,1,0,1,2,1,5,1,1,6,2,5,1,4,4,1,3,0,0,0,0,4,0,0,0,0,6,0,0,1,1,7,0,0,1,0,0,1,0,0,0,2/3/0
7,1,0,4,0,7,0,2,0,0,5,0,3,3,0,6,0,5,1,0,6,0,3,6,2,4,1,2,3,2,7,0,3,2,0,0,0,0,5,0,1,0,0,1,0,6,1,0,6,1,5,0,1,2,0,0,0,0,7,0,1,0,0,0,0,7,0,0,0,0,7,0,0,0,2,5,0,0,0,0,2/3/0
0,0,0,0,0,0,0,6,0,0,0,0,7,0,1,1,0,7,0,3,3,0,2,1,0,4,2,6,3,1,2,1,6,0,2,0,0,7,0,0,5,0,4,0,1,3,1,5,6,4,1,1,5,1,1,2,0,7,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/3/0
6,0,3,3,0,5,0,5,2,0,3,0,3,2,0,6,0,5,3,0,6,1,5,5,1,4,2,3,4,1,5,0,0,5,1,6,0,0,1,0,0,0,0,3,1,4,4,2,7,2,4,2,5,4,2,2,0,0,1,0,0,0,0,0,0,5,0,0,5,2,7,0,0,4,2,0,0,0,0,0,2/3/0
5,2,7,0,1,1,0,7,1,1,2,1,6,0,2,1,0,3,1,1,7,0,3,4,1,2,1,4,4,2,3,0,3,4,0,4,0,4,0,0,7,0,1,1,1,6,1,2,0,2,2,0,4,0,0,6,0,0,0,0,7,1,1,0,0,7,2,1,1,0,5,2,0,0,0,3,2,1,1,0,2/3/0
0,1,4,0,0,0,1,7,0,0,0,2,7,0,1,0,2,7,0,1,6,1,6,2,1,4,1,6,3,1,2,0,5,0,1,0,0,3,0,1,6,0,2,0,1,2,2,1,2,1,1,0,4,2,1,5,0,2,0,0,6,0,2,1,0,6,0,4,1,2,3,0,1,1,0,2,1,2,0,0,2/3/0
7,0,3,0,0,4,0,7,0,1,4,0,6,0,1,0,0,6,0,0,7,0,3,0,1,6,1,6,3,2,5,0,7,0,0,1,0,7,0,0,6,1,2,6,1,4,4,7,6,1,7,0,3,3,0,0,0,0,0,0,6,1,0,1,0,6,0,1,6,1,7,0,0,2,1,0,0,0,0,0,2/3/0
4,3,4,4,2,5,0,3,6,0,7,2,1,0,0,0,2,0,1,0,5,0,0,3,0,6,1,2,7,0,6,1,4,7,0,4,0,0,5,0,0,0,0,1,0,4,0,2,7,0,2,5,6,7,2,5,2,2,7,1,0,0,0,0,0,0,0,0,2,0,0,2,0,5,0,6,0,1,7,1,2/3/0
7,0,0,0,0,6,0,4,0,2,5,0,2,2,0,0,0,0,0,0,7,0,0,1,0,6,1,3,3,2,6,0,2,1,2,0,0,0,1,0,6,0,0,7,0,6,1,2,7,2,1,2,6,4,1,6,0,4,4,0,1,0,0,2,0,7,0,0,6,0,6,0,4,4,1,6,0,2,0,0,2/3/0
5,2,0,2,0,6,1,0,1,1,2,0,3,0,0,0,0,0,0,0,7,0,0,0,0,5,0,3,3,1,4,0,0,1,1,1,0,0,0,0,6,0,0,2,0,6,2,1,6,0,4,0,4,4,1,6,0,0,0,0,6,0,0,0,0,7,0,0,0,0,6,0,1,0,0,5,1,0,2,0,2/3/0
4,1,6,1,0,1,1,7,2,1,2,0,6,0,1,0,0,6,0,3,6,0,7,2,1,2,0,6,4,0,3,0,6,0,1,1,0,0,0,0,5,1,1,7,0,4,1,4,7,0,2,0,2,4,0,2,0,1,3,0,5,0,3,6,1,7,0,0,3,0,6,0,2,2,1,1,0,0,0,0,2/3/0
2,1,0,0,2,0,2,1,0,1,0,2,2,0,1,2,3,6,2,1,3,0,1,1,1,5,2,7,4,1,1,0,7,0,1,0,1,2,0,0,6,0,1,1,0,5,2,4,4,2,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2/3/0
0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,5,2,6,0,2,1,0,2,0,1,0,1,4,2,2,1,0,6,0,1,3,0,2,0,1,0,0,0,0,0,1,2,4,5,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,5,0,1,4,0,1,0,0,0,0,0,0,0,0,0,2/3/0
3,2,1,1,2,1,2,3,0,1,0,2,1,0,0,3,2,5,4,0,0,0,0,0,0,6,2,2,5,1,0,1,7,0,1,1,3,0,1,0,4,1,3,0,0,4,2,7,6,3,1,0,2,0,0,0,0,0,0,0,6,1,1,1,2,5,3,4,7,4,0,2,0,0,1,0,2,0,0,0,2/3/0
0,1,0,0,0,6,1,5,0,1,6,0,3,0,1,3,0,0,4,0,4,0,2,3,0,6,0,6,4,1,5,0,3,3,1,0,0,0,0,0,3,0,0,1,0,1,1,2,7,0,4,4,5,6,2,3,0,0,4,1,7,0,0,0,0,0,0,0,0,0,3,0,0,7,1,4,0,0,7,3,2/3/0
3,0,2,0,3,0,1,4,0,1,0,0,7,0,1,4,2,7,0,2,3,1,1,1,0,5,1,6,7,2,5,2,7,2,1,0,1,3,0,0,1,0,1,0,0,6,1,1,5,0,6,2,5,2,2,1,0,0,0,0,4,0,1,0,0,6,0,4,4,1,7,1,1,2,0,0,1,0,0,0,2/3/0
0,1,0,0,0,5,0,5,0,1,2,2,7,1,2,2,1,6,3,1,4,1,4,3,1,2,1,6,7,1,6,1,4,2,1,4,0,0,1,0,1,0,0,0,0,3,1,2,6,1,5,3,5,5,1,5,0,4,2,0,2,0,0,0,0,3,0,0,1,0,7,0,0,0,0,3,0,0,0,0,2/3/0
0,1,0,0,0,0,2,6,0,0,1,4,7,2,3,1,4,5,3,2,5,1,6,6,1,4,2,7,6,2,2,0,5,1,1,0,0,0,0,0,1,0,0,0,0,5,2,4,7,1,5,1,1,3,1,3,0,2,0,0,0,0,0,0,0,4,0,0,7,1,7,0,0,3,3,5,0,7,0,0,2/3/0
3,1,0,1,0,6,0,7,6,1,5,0,6,0,1,0,1,7,0,0,4,0,2,1,1,7,1,6,3,1,3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,1,4,3,4,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,1,5,0,0,4,5,2/3/0
1,0,0,0,0,3,0,7,0,0,6,0,6,0,1,1,0,6,0,2,2,1,6,3,0,4,0,7,0,1,3,0,7,1,2,2,0,7,0,0,3,0,1,1,0,6,1,2,7,0,5,0,4,1,0,7,0,0,0,0,1,0,0,0,0,5,1,0,0,0,7,0,0,0,0,1,0,0,6,0,2/3/0
1,0,1,0,1,0,0,1,0,0,0,0,7,0,1,0,1,7,0,3,4,0,3,2,1,1,1,7,3,2,0,0,7,0,3,0,1,7,0,2,4,0,1,1,0,3,3,7,7,2,6,0,3,6,1,2,0,7,0,0,6,0,2,0,0,7,0,4,3,2,4,0,7,1,1,3,0,1,1,0,2/3/0
0,2,1,0,0,0,1,3,0,0,3,1,6,3,3,3,3,6,1,1,3,0,1,1,1,2,2,7,6,0,4,1,5,0,1,0,0,0,0,0,4,0,5,0,0,5,4,6,6,1,3,0,3,0,0,0,0,0,0,0,6,0,2,0,0,7,0,3,0,2,2,1,0,0,0,0,0,0,0,0,2/3/0
2,1,3,0,0,7,1,3,0,1,5,1,5,1,2,1,1,6,0,0,4,0,4,4,1,2,3,6,7,1,5,0,6,3,0,6,0,7,0,0,4,0,0,0,0,5,1,4,6,1,6,0,3,1,0,7,0,0,0,0,3,0,0,0,0,7,0,0,1,0,4,0,1,0,0,5,0,0,1,0,2/3/0
3,0,0,0,0,1,1,3,2,1,1,2,7,2,1,0,2,3,1,0,4,0,1,0,0,4,1,7,4,1,5,0,3,1,1,0,0,0,0,0,2,0,0,0,0,5,2,2,3,0,3,0,3,1,1,0,0,0,0,0,2,3,1,1,1,7,1,3,1,0,4,1,1,3,0,0,1,0,0,0,2/3/0
0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,4,0,2,0,0,0,0,0,0,0,2/3/0
0,0,0,0,0,0,0,0,0,1,0,1,5,0,1,3,3,5,6,2,3,0,4,3,1,1,1,6,1,2,0,0,7,0,1,0,0,2,0,0,1,1,2,7,1,3,4,7,3,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,4,0,0,3,2,0,0,0,1,2,2/3/0
0,1,0,1,1,6,0,5,5,2,3,1,7,0,1,0,2,7,3,0,3,1,0,2,0,4,2,5,7,1,7,0,5,5,1,0,0,1,0,0,4,0,0,0,0,7,0,1,1,0,6,0,2,3,1,2,0,0,5,0,3,0,0,0,0,7,0,0,1,0,7,0,0,2,0,6,0,0,0,0,2/3/0
0,0,0,0,0,7,0,1,7,0,4,0,4,0,0,0,2,3,2,0,1,1,2,0,0,4,0,3,0,1,5,0,0,0,0,0,0,4,0,0,2,0,1,4,0,3,1,5,7,1,4,3,4,5,2,2,0,0,5,0,0,0,0,0,0,4,0,0,3,0,7,0,5,2,1,4,0,2,5,1,2/3/0
3,1,0,1,2,0,0,0,0,0,0,0,6,0,0,1,1,7,0,0,2,1,6,2,1,5,3,6,1,1,0,1,7,0,2,1,2,7,0,1,4,0,6,2,0,4,2,4,5,3,5,0,6,1,0,0,0,2,2,0,6,0,1,1,0,7,0,5,0,2,3,0,3,0,0,0,0,0,0,0,2/3/0
3,1,0,0,0,5,2,6,3,3,4,0,2,3,0,6,0,7,1,0,0,0,0,0,0,6,0,1,6,3,4,1,6,4,1,7,0,1,0,0,0,0,0,0,0,4,4,2,4,2,6,0,3,1,2,7,0,0,0,0,0,1,0,0,1,7,0,1,0,0,6,0,0,0,1,7,0,0,0,0,2/3/0
3,0,3,0,0,2,0,7,0,1,2,1,7,0,2,0,1,7,0,1,5,1,1,5,0,4,2,6,6,1,5,0,4,3,0,0,0,2,0,0,3,0,0,0,0,6,1,1,4,0,5,0,4,1,1,0,0,0,0,0,4,0,0,0,0,7,1,2,5,2,7,0,1,0,0,0,0,0,0,0,2/3/0
6,1,1,2,1,4,0,7,2,1,5,1,5,3,2,4,1,6,1,2,4,0,1,0,0,6,1,6,6,1,3,2,5,2,2,6,0,4,0,0,5,0,0,0,1,7,1,1,2,1,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2/3/0
2,2,2,1,1,0,4,2,0,0,0,6,1,0,0,0,3,7,2,0,3,1,2,3,1,3,2,3,5,2,0,3,3,0,0,0,2,1,3,0,5,0,4,1,0,5,2,4,6,2,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2/3/0
4,0,2,0,0,7,0,6,0,1,5,0,3,0,0,6,0,1,0,0,6,0,4,3,1,5,2,4,4,0,2,0,1,3,0,7,0,3,2,0,4,0,0,1,0,6,2,2,6,2,6,0,1,3,1,6,0,0,3,0,0,0,0,0,0,7,1,0,5,1,7,0,0,2,1,6,0,1,0,0,2/3/0
0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,2,7,2,3,5,1,4,3,1,1,3,7,4,1,3,1,7,0,1,0,0,4,0,1,4,0,1,1,0,6,1,6,7,2,4,0,5,1,0,0,0,0,0,0,4,0,1,1,0,6,0,1,4,1,3,1,0,0,0,0,2,0,0,0,2/3/0
5,0,7,1,1,0,0,5,0,2,0,0,5,0,3,0,0,7,0,2,7,0,1,0,1,1,2,2,6,1,2,1,4,2,1,1,0,1,0,0,7,0,0,0,1,2,0,0,0,0,5,0,3,1,1,1,0,0,0,0,7,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2/3/0
0,1,0,0,0,5,1,3,2,1,2,0,7,0,2,1,2,7,0,0,4,0,4,3,1,4,1,7,4,1,0,0,3,0,0,0,0,0,0,0,5,0,3,1,0,6,2,7,5,2,1,0,0,0,0,0,0,0,0,0,4,1,4,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2/3/0
