@RELATION 'dataset_discretizado'

@ATTRIBUTE feature1 numeric
@ATTRIBUTE feature2 numeric
@ATTRIBUTE feature4 numeric
@ATTRIBUTE feature3 numeric
@ATTRIBUTE feature5 numeric
@ATTRIBUTE feature6 numeric
@ATTRIBUTE feature7 numeric
@ATTRIBUTE feature8 numeric
@ATTRIBUTE feature9 numeric
@ATTRIBUTE feature10 numeric
@ATTRIBUTE feature11 numeric
@ATTRIBUTE feature12 numeric
@ATTRIBUTE feature13 numeric
@ATTRIBUTE class hierarchical blues,blues/gospel,classical,classical/20th_century_classical,classical/chamber_music,classical/choral_music,classical/composed_music,classical/contemporary_classical,classical/opera,classical/symphony,country,country/americana,country/bluegrass,country/country_-_western,country/country_-_western/western_swing,country/rockabilly,easy_listening,easy_listening/easy_listening:_vocal,easy_listening/nu-jazz,easy_listening/lounge,electronic,electronic/ambient_electronic,electronic/breakcore_-_hard,electronic/chip_music,electronic/chip_music/chiptune,electronic/dance,electronic/downtempo,electronic/drum_-_bass,electronic/dubstep,electronic/dubstep/skweee,electronic/glitch,electronic/house,electronic/house/chill-out,electronic/idm,electronic/jungle,electronic/minimal_electronic,electronic/techno,electronic/techno/bigbeat,electronic/trip-hop,folk,folk/british_folk,folk/freak-folk,folk/free-folk,folk/psych-folk,folk/singer-songwriter,hip-hop,hip-hop/abstract_hip_hop,hip-hop/alternative_hip-hop,hip-hop/breakbeat,hip-hop/hip-hop_beats,hip-hop/nerdcore,hip-hop/rap,hip-hop/wonky,hip-hop/hiphop,jazz,jazz/big_band_swing,jazz/free-jazz,jazz/jazz:_out,jazz/jazz:_vocal,jazz/modern_jazz,old-time_historic,pop,pop/experimental_pop,pop/synth_pop,rock,rock/garage,rock/garage/surf,rock/goth,rock/indie-rock,rock/industrial,rock/krautrock,rock/lo-fi,rock/loud-rock,rock/loud-rock/noise-rock,rock/loud-rock/sludge,rock/metal,rock/metal/black-metal,rock/metal/death-metal,rock/metal/grindcore,rock/new_wave,rock/post-rock,rock/post-rock/space-rock,rock/progressive,rock/psych-rock,rock/punk,rock/punk/electro-punk,rock/punk/hardcore,rock/punk/thrash,rock/punk/no_wave,rock/punk/post-punk,rock/punk/power-pop,rock/rock_opera,rock/shoegaze,soul-rnb,soul-rnb/disco,soul-rnb/funk,soul-rnb/funk/deep_funk

@DATA
10,3,4,3,6,8,9,16,11,12,18,9,13,rock
11,4,7,6,6,5,7,16,7,12,17,7,12,rock
9,6,4,3,5,5,9,18,11,11,17,7,9,rock
10,4,7,4,5,3,7,15,7,12,17,8,11,rock
7,8,6,2,4,2,6,18,12,10,14,8,11,rock
14,2,19,4,18,15,4,10,12,18,7,2,11,rock/psych-rock
9,2,13,6,20,16,10,17,11,19,6,9,9,rock/psych-rock
16,8,10,5,7,7,8,11,4,6,5,13,17,pop
12,14,8,2,4,3,3,7,3,5,8,10,9,pop
17,6,16,19,7,20,15,19,4,4,17,20,6,electronic/idm
13,15,7,7,11,8,12,12,9,5,3,3,2,electronic/idm
4,1,13,1,2,7,7,3,8,14,20,16,4,electronic/idm
16,5,16,2,9,6,12,2,5,18,7,14,16,classical
14,11,8,6,4,15,14,1,2,1,3,9,15,classical
14,8,10,9,6,4,10,13,9,9,5,7,5,pop
1,14,17,9,14,10,11,6,18,13,13,5,19,rock/punk/post-punk
1,5,18,19,10,17,11,10,18,18,10,10,20,rock/punk/post-punk
4,7,8,15,1,19,2,18,8,4,20,1,20,rock/punk/post-punk
3,13,15,8,19,7,14,9,20,2,18,2,14,rock/punk/post-punk
4,10,17,12,11,10,13,6,6,8,5,9,13,rock/punk/post-punk
12,9,5,7,17,20,19,15,8,10,13,2,15,electronic
9,3,11,9,3,14,11,11,16,12,4,9,6,rock/punk
9,10,14,10,5,5,4,10,7,16,6,10,2,rock
15,14,11,6,7,13,13,12,12,11,5,16,13,pop
17,13,16,16,5,3,13,14,12,12,16,7,7,jazz
7,14,12,11,11,3,14,13,20,6,5,15,11,rock/indie-rock
18,10,16,3,3,2,5,2,1,1,4,10,20,electronic
1,12,9,18,19,19,13,13,12,14,10,6,2,rock/lo-fi
6,5,16,4,18,15,11,8,10,10,14,10,11,electronic/idm
6,19,14,20,18,19,19,20,16,13,11,13,14,electronic/idm
5,8,3,11,4,16,15,14,10,9,10,11,10,electronic/idm
20,11,2,7,4,11,6,16,20,20,17,19,17,electronic/idm
10,6,5,4,18,13,18,15,19,5,6,7,13,pop
15,6,15,2,2,2,4,8,3,4,2,3,1,pop
15,20,2,8,9,10,16,18,17,10,11,10,9,electronic
11,5,18,5,5,7,5,11,17,18,18,20,19,rock/indie-rock
14,7,15,7,9,9,6,18,14,17,16,11,16,rock/indie-rock
5,5,19,6,13,10,11,19,15,15,7,13,5,rock/indie-rock
4,16,18,13,17,18,9,15,17,17,19,18,14,rock/indie-rock
13,7,13,15,17,15,4,18,17,17,18,16,19,rock/indie-rock
10,9,16,9,13,10,11,15,9,14,15,19,13,rock/indie-rock
11,6,19,5,8,5,10,14,11,16,10,19,12,rock/indie-rock
10,12,16,12,10,10,4,18,19,16,14,4,17,rock/indie-rock
12,12,14,3,7,12,9,13,13,17,16,17,18,rock/indie-rock
4,5,18,7,14,14,14,18,13,18,15,20,13,rock/indie-rock
11,3,15,5,11,5,5,15,7,18,4,14,5,rock
13,5,17,8,5,4,6,9,5,19,5,10,3,rock
18,3,17,3,8,1,3,15,12,18,2,10,10,rock
11,8,19,12,12,7,5,5,7,14,4,4,7,rock
14,5,17,8,6,3,5,11,8,13,4,5,5,rock
14,6,19,12,11,7,7,12,9,15,4,7,6,rock
14,5,18,10,12,6,9,15,8,18,3,4,3,rock
17,10,11,3,4,17,15,1,1,1,1,9,9,classical
13,15,9,7,15,10,17,7,12,2,1,11,2,pop
14,16,13,8,19,13,19,13,18,6,1,16,2,pop
16,16,13,5,11,5,7,8,5,4,2,5,3,pop
17,4,11,9,9,5,10,13,11,5,4,8,9,pop
2,8,14,10,10,10,14,9,7,9,8,10,12,rock/punk
7,9,6,11,12,10,11,15,12,10,12,12,10,rock/punk
4,11,7,16,14,10,11,12,14,13,12,8,7,rock/punk
15,17,17,4,3,2,11,20,19,8,13,16,6,electronic/trip-hop
20,20,19,20,14,15,14,17,18,11,9,8,2,electronic/trip-hop
19,19,16,6,6,10,1,10,18,3,7,19,19,electronic/trip-hop
2,14,20,17,10,15,19,19,5,3,18,1,20,electronic/trip-hop
18,19,12,4,4,5,3,7,11,2,4,2,1,electronic/trip-hop
13,18,17,20,20,20,20,20,20,20,10,2,1,electronic/trip-hop
7,19,6,13,14,11,8,3,7,10,6,9,7,electronic/trip-hop
12,19,1,6,12,6,14,20,20,20,3,20,6,electronic/trip-hop
18,20,20,9,5,11,8,2,4,3,3,20,17,electronic/trip-hop
12,20,9,17,12,5,4,4,4,7,3,8,13,electronic/trip-hop
9,20,19,18,9,5,4,11,6,8,9,14,18,electronic/trip-hop
15,16,4,9,18,10,6,9,5,10,17,10,11,electronic/trip-hop
12,17,16,6,4,3,17,14,9,4,1,1,13,electronic/trip-hop
6,20,18,14,13,18,6,16,6,15,18,18,11,electronic/trip-hop
12,20,20,19,7,7,2,1,2,1,4,20,18,electronic/trip-hop
11,16,15,17,9,3,2,5,13,16,16,18,16,electronic/trip-hop
10,18,11,11,18,11,10,10,20,20,20,16,2,electronic/trip-hop
4,4,19,7,7,14,15,12,11,16,5,3,6,rock/progressive
11,13,10,12,14,13,13,12,13,10,13,10,6,electronic/trip-hop
16,10,3,7,17,15,8,10,6,17,16,18,5,electronic/trip-hop
17,1,9,14,20,9,17,13,16,19,16,14,19,electronic/trip-hop
13,18,17,20,18,13,8,11,6,7,15,9,13,electronic/trip-hop
9,2,3,13,13,9,5,12,11,15,10,6,11,electronic/trip-hop
10,15,4,20,20,15,7,7,13,15,17,15,11,electronic/trip-hop
12,6,3,4,20,19,18,7,11,19,20,16,12,electronic/trip-hop
16,15,7,19,20,14,6,4,5,7,9,19,13,electronic/trip-hop
14,12,9,10,20,19,12,8,5,3,8,17,4,electronic/trip-hop
11,16,7,16,11,8,2,7,3,11,4,18,14,electronic/trip-hop
16,15,17,15,17,15,7,16,5,7,1,1,1,electronic/trip-hop
11,13,15,16,11,12,13,10,9,3,4,16,10,electronic/trip-hop
16,5,19,13,13,13,4,5,3,8,16,18,9,electronic/trip-hop
15,2,3,8,8,16,13,4,16,19,7,13,10,electronic/trip-hop
14,13,10,11,19,13,19,19,11,15,15,19,4,electronic/trip-hop
17,5,5,4,12,20,20,15,2,3,20,20,20,electronic/trip-hop
18,11,1,1,1,1,8,19,17,18,14,6,12,electronic/trip-hop
16,12,6,8,18,12,4,8,6,17,18,11,19,electronic/trip-hop
12,6,1,17,20,15,10,9,18,17,16,4,11,electronic/trip-hop
19,18,5,16,3,13,11,15,5,2,4,4,6,electronic/trip-hop
16,17,13,16,18,11,11,14,8,5,2,2,1,electronic/trip-hop
15,16,14,16,14,10,9,6,16,6,13,12,11,electronic/trip-hop
8,9,7,8,12,9,12,10,15,9,13,11,6,electronic/trip-hop
17,15,12,19,15,2,1,5,10,2,6,11,16,electronic/trip-hop
8,8,10,13,19,16,15,4,17,18,4,5,11,electronic/trip-hop
10,11,14,9,16,2,10,4,15,11,9,13,16,electronic/trip-hop
5,15,9,17,19,7,15,4,15,14,15,17,17,electronic/trip-hop
13,14,20,20,15,8,4,8,3,2,3,17,13,electronic/trip-hop
14,6,9,1,4,3,2,2,20,2,2,4,1,electronic/trip-hop
12,15,12,19,15,18,5,3,3,12,8,7,4,electronic/trip-hop
15,14,5,6,7,6,9,3,1,1,2,7,10,electronic/trip-hop
6,17,10,16,15,10,14,14,11,11,17,8,10,electronic/trip-hop
17,6,11,10,19,13,11,13,17,7,7,3,8,electronic/trip-hop
7,20,18,18,15,11,1,1,1,1,1,5,18,electronic/trip-hop
9,19,10,18,5,4,3,4,10,13,14,16,19,electronic/trip-hop
19,20,12,11,13,16,4,10,17,14,4,4,4,electronic/trip-hop
12,20,4,4,13,13,14,18,8,6,10,3,17,electronic/trip-hop
12,13,15,1,14,5,19,17,2,13,18,16,9,electronic/trip-hop
4,15,18,19,18,16,7,13,17,2,2,20,20,electronic/trip-hop
11,7,8,20,19,18,6,1,2,9,6,17,20,electronic/trip-hop
3,9,5,6,15,1,8,2,18,12,11,17,18,electronic/trip-hop
12,14,18,18,6,6,18,6,8,20,20,14,2,electronic/trip-hop
5,19,17,19,16,16,15,8,7,5,5,10,2,electronic/trip-hop
14,14,14,8,10,16,16,11,17,17,13,13,10,electronic/trip-hop
14,2,1,9,6,18,20,20,20,3,2,8,14,electronic/trip-hop
13,13,7,17,18,16,20,20,20,10,13,15,16,electronic/trip-hop
5,20,1,13,7,7,10,7,13,19,14,5,11,electronic/trip-hop
14,13,2,6,18,12,15,3,1,1,8,20,18,electronic/trip-hop
11,17,14,14,7,10,14,8,11,16,17,11,11,electronic/trip-hop
17,5,7,8,12,4,6,9,6,10,9,8,3,pop
17,18,17,15,10,4,11,7,5,2,2,2,2,electronic/trip-hop
14,19,17,17,15,10,9,6,8,3,5,4,5,electronic/trip-hop
15,18,13,12,4,9,4,3,7,3,15,18,17,electronic/trip-hop
7,20,16,18,5,2,4,7,7,3,2,2,4,electronic/trip-hop
7,18,19,19,15,3,3,3,4,3,4,4,10,electronic/trip-hop
13,20,18,18,16,12,8,11,12,4,3,13,4,electronic/trip-hop
5,19,12,17,18,7,14,11,7,10,3,12,3,electronic/trip-hop
11,11,10,12,11,6,8,9,7,5,2,5,5,electronic/trip-hop
16,20,18,17,14,6,7,6,6,6,2,10,6,electronic/trip-hop
9,16,12,14,10,10,15,6,4,2,3,9,5,electronic/trip-hop
15,16,17,15,18,12,6,10,17,14,12,17,7,electronic/trip-hop
9,9,4,6,6,13,4,1,2,5,11,18,13,electronic/trip-hop
15,19,14,17,5,6,5,4,9,13,10,13,8,electronic/trip-hop
8,20,17,20,20,18,14,9,17,17,9,14,8,electronic/trip-hop
2,6,4,19,19,18,8,4,18,20,16,15,5,electronic/trip-hop
13,17,13,7,6,7,11,4,4,1,1,1,1,electronic/trip-hop
16,13,13,13,14,5,5,3,3,1,1,9,8,electronic/trip-hop
19,15,8,10,16,9,3,1,1,1,2,17,15,electronic/trip-hop
14,17,17,17,11,9,6,2,12,9,12,19,16,electronic/trip-hop
11,12,16,11,8,9,12,3,6,6,10,9,12,electronic/trip-hop
7,13,6,10,13,13,10,9,18,13,10,14,14,electronic/trip-hop
8,16,2,12,18,16,5,4,10,11,6,10,13,electronic/trip-hop
13,6,4,13,17,11,6,12,19,16,6,9,2,electronic/trip-hop
10,12,9,7,8,13,9,9,12,13,16,19,18,electronic/trip-hop
13,4,6,20,9,5,2,7,2,2,18,18,15,electronic/trip-hop
9,12,5,10,9,8,10,8,9,6,8,14,9,electronic/trip-hop
9,13,9,16,8,9,9,6,12,8,12,16,8,electronic/trip-hop
11,8,8,15,4,12,2,9,4,10,10,15,13,electronic/trip-hop
12,17,7,12,13,5,6,5,6,5,3,19,17,electronic/trip-hop
7,12,10,18,16,18,14,14,19,19,14,18,11,electronic/trip-hop
7,15,4,8,12,8,8,5,6,18,7,19,14,electronic/trip-hop
9,8,2,9,11,15,16,15,19,7,9,15,19,electronic/trip-hop
11,7,15,17,19,18,9,15,17,9,7,3,7,rock/punk/power-pop
13,8,14,18,14,13,7,13,15,15,9,8,10,rock/punk/power-pop
11,8,11,19,18,12,5,12,17,16,8,5,4,rock/punk/power-pop
12,5,14,14,14,13,9,13,11,14,13,4,7,rock/punk/power-pop
12,4,14,15,16,16,10,17,16,15,8,4,8,rock/punk/power-pop
12,8,16,18,14,9,9,12,13,11,13,9,11,rock/punk/power-pop
12,5,16,17,16,15,14,12,10,16,10,2,4,rock/punk/power-pop
12,10,14,15,15,11,6,11,16,15,13,7,10,rock/punk/power-pop
12,1,2,10,20,20,20,7,20,3,16,17,12,electronic/idm
17,1,2,4,12,6,18,9,4,2,20,2,4,electronic/idm
15,20,10,6,17,2,5,3,19,8,17,14,19,electronic/idm
8,17,11,14,19,3,15,7,19,1,2,1,5,electronic/idm
7,16,6,2,1,3,19,7,17,4,1,1,1,electronic/idm
15,11,13,19,7,8,12,18,9,8,17,17,15,pop/experimental_pop
16,5,16,12,10,10,4,19,20,6,18,15,1,rock/punk/power-pop
8,6,12,1,8,1,1,1,8,8,20,20,20,electronic/idm
8,6,18,15,12,10,14,10,7,7,11,10,2,pop/experimental_pop
18,15,18,16,20,20,17,2,9,19,20,20,1,folk
17,15,15,14,20,20,17,1,5,20,19,19,1,folk
15,16,20,20,19,20,16,12,17,17,15,12,7,folk
18,11,18,16,18,19,19,15,10,19,18,18,1,folk
15,14,16,20,18,17,18,12,1,5,16,5,3,folk
17,14,17,19,20,20,20,8,3,17,8,14,17,folk
6,10,5,8,9,7,11,13,9,8,10,9,8,rock/punk
9,11,7,9,12,6,10,11,6,9,9,13,14,rock/punk
4,2,16,7,13,6,8,17,4,11,6,4,7,rock/punk
7,10,5,14,10,9,9,11,9,9,8,10,8,rock/punk
19,8,7,7,4,2,1,4,10,7,16,13,11,jazz/free-jazz
18,7,13,6,11,7,15,15,10,7,20,13,20,jazz/free-jazz
16,4,2,11,15,11,2,2,17,13,5,19,19,jazz/free-jazz
15,10,4,13,7,13,14,12,9,18,11,15,7,jazz/free-jazz
18,10,5,14,7,3,3,3,1,5,16,15,19,jazz/free-jazz
19,13,10,15,6,4,1,5,5,6,17,15,15,jazz/free-jazz
19,6,11,15,15,8,1,7,3,3,10,8,15,jazz/free-jazz
18,10,4,6,3,2,1,1,1,1,3,3,13,jazz/free-jazz
18,3,3,8,10,5,2,16,7,6,7,8,10,jazz/free-jazz
18,8,7,10,6,7,2,4,6,3,15,20,19,jazz/free-jazz
13,5,7,2,9,4,7,11,3,3,7,13,16,pop
15,19,8,9,7,9,7,14,14,9,10,15,11,pop
4,16,13,16,16,9,18,12,3,9,15,16,20,rock
9,8,19,12,16,7,17,13,17,8,17,2,17,rock/psych-rock
3,6,12,8,13,12,12,9,11,9,8,10,8,rock/punk
8,8,4,8,12,7,8,12,13,9,11,10,7,rock/punk
8,10,5,8,10,7,11,10,13,8,10,11,7,rock/punk
2,4,18,11,17,9,8,19,4,14,11,10,17,rock/punk
20,14,12,15,19,19,19,9,7,18,5,3,2,rock/lo-fi
19,12,11,7,3,9,3,13,14,10,17,9,14,rock/lo-fi
16,18,19,20,15,2,19,15,1,20,1,20,2,rock/lo-fi
18,17,16,14,14,17,15,16,17,18,17,13,4,rock/lo-fi
18,17,17,6,11,12,18,20,17,12,4,1,3,rock/lo-fi
19,16,14,3,16,11,9,15,15,20,11,19,18,rock/lo-fi
17,11,16,7,12,15,13,12,16,20,7,9,3,rock/lo-fi
7,2,1,1,1,1,4,10,14,5,16,15,14,rock/lo-fi
4,14,8,12,10,11,10,8,11,8,7,10,15,rock/indie-rock
12,7,20,17,2,17,16,17,18,10,20,8,6,rock/indie-rock
5,17,10,20,8,18,7,16,1,2,7,14,4,electronic
7,6,18,6,20,3,20,8,11,17,14,19,17,electronic
8,12,4,7,13,12,10,9,8,10,13,15,16,electronic
16,11,10,12,8,3,6,8,13,12,3,13,2,electronic
18,8,5,8,10,11,13,7,7,6,8,11,11,electronic
20,1,19,1,9,1,4,1,6,6,17,5,10,electronic
20,20,7,15,2,3,8,17,14,7,6,14,7,electronic
16,17,12,17,17,16,17,18,20,18,7,9,19,electronic
18,6,15,14,17,8,15,15,1,2,18,12,13,electronic
20,4,11,17,2,1,11,15,19,19,16,1,1,electronic
17,10,2,3,12,4,17,2,1,2,1,16,10,electronic
16,11,18,1,9,10,17,15,10,6,20,1,20,electronic
19,1,3,3,1,1,1,1,1,6,17,8,17,electronic
20,1,19,1,5,2,19,5,20,2,2,8,11,electronic
9,20,14,19,19,20,17,19,18,13,20,19,13,electronic
3,14,9,16,12,13,16,10,15,3,8,5,17,electronic
17,18,15,7,14,19,10,3,2,3,2,1,4,electronic
20,1,3,4,6,2,9,3,17,18,16,2,8,electronic
10,19,16,19,15,19,18,12,13,11,6,2,5,electronic
11,12,3,6,6,11,5,12,8,17,19,11,18,electronic
9,14,2,5,3,3,2,1,1,3,2,2,1,electronic
20,1,1,1,1,1,8,16,4,1,18,20,1,electronic
4,12,2,13,12,7,13,1,1,15,18,2,4,electronic
16,17,13,11,10,13,9,4,4,9,16,13,15,electronic
5,20,20,19,19,19,20,20,20,19,11,16,8,electronic
12,9,6,5,9,18,8,5,4,10,18,18,10,electronic
19,16,7,9,8,14,4,16,18,5,6,3,16,electronic/ambient_electronic
18,15,4,11,14,17,11,11,5,5,8,9,20,electronic/ambient_electronic
16,8,2,5,3,4,5,14,6,2,4,3,6,electronic/ambient_electronic
11,4,2,4,13,17,9,12,15,1,5,2,2,electronic/ambient_electronic
19,17,1,7,14,10,3,4,8,2,2,2,5,electronic/ambient_electronic
19,15,1,1,1,1,1,2,8,2,5,2,3,electronic/ambient_electronic
18,16,1,2,20,19,2,8,18,15,1,19,5,electronic/ambient_electronic
13,9,1,2,16,14,13,20,20,6,1,2,2,electronic/ambient_electronic
20,12,1,4,7,14,6,7,12,2,1,1,3,electronic/ambient_electronic
5,8,14,8,2,15,2,1,15,20,20,5,2,hip-hop
13,14,16,20,11,1,1,1,10,19,14,3,12,hip-hop
3,4,15,5,4,15,2,1,19,20,20,5,1,hip-hop
16,15,14,19,18,2,1,1,13,20,14,3,11,hip-hop
8,14,8,17,2,11,3,5,6,3,3,3,7,hip-hop
3,10,17,20,6,1,2,5,6,10,6,4,17,hip-hop
12,7,9,9,9,5,17,16,6,15,9,11,12,rock
8,18,9,13,10,19,14,18,18,17,17,12,19,rock
3,12,10,6,19,7,16,9,13,12,10,3,15,rock
13,16,7,13,18,20,16,16,15,14,20,17,18,rock
7,19,7,15,15,20,17,19,8,14,11,12,19,rock
8,2,15,12,7,9,8,13,3,13,6,10,1,rock/punk
10,2,14,10,7,13,7,9,7,14,7,15,2,rock/punk
9,2,12,8,6,7,7,9,8,18,10,13,2,rock/punk
10,2,12,9,7,11,8,7,10,15,13,13,2,rock/punk
11,2,14,6,5,8,7,12,14,16,13,3,1,rock/punk
10,2,11,9,7,9,8,10,11,17,12,11,1,rock/punk
12,2,14,10,9,13,5,6,6,12,10,14,3,rock/punk
10,2,11,9,7,7,6,10,12,15,9,14,2,rock/punk
13,4,1,11,8,9,10,3,20,20,18,15,16,pop
10,5,1,16,6,8,12,2,19,19,5,8,16,pop
12,4,9,8,1,11,5,15,10,8,13,4,3,rock/punk
12,5,9,8,2,13,7,17,9,7,14,5,4,rock/punk
11,13,16,13,10,5,2,12,5,17,18,2,20,rock/indie-rock
7,4,5,10,13,7,9,10,7,6,10,10,6,rock/punk
2,11,19,5,1,3,20,20,20,20,15,14,5,electronic/trip-hop
12,17,14,17,17,18,15,4,12,6,2,9,7,electronic/trip-hop
18,10,6,6,10,7,11,6,8,17,13,6,16,electronic/trip-hop
6,20,18,17,5,3,18,20,20,20,20,18,5,electronic/trip-hop
16,17,15,19,19,18,17,9,8,4,2,2,1,electronic/trip-hop
13,8,15,16,18,12,10,15,16,12,14,7,12,rock/punk/power-pop
17,11,18,17,20,19,20,13,3,6,2,18,18,folk
17,8,5,14,5,11,6,14,15,4,8,10,17,jazz/free-jazz
20,18,3,7,11,8,5,6,15,14,6,5,5,rock/lo-fi
20,8,13,19,5,20,15,1,4,1,1,1,1,electronic
17,6,19,19,19,18,20,10,4,11,4,7,20,electronic
12,5,9,5,1,6,4,14,8,7,11,3,2,rock/punk
10,5,8,6,1,8,5,15,13,5,12,3,2,rock/punk
13,3,10,6,1,10,6,16,7,5,13,5,2,rock/punk
12,5,8,6,2,7,6,16,10,7,11,3,2,rock/punk
12,4,8,5,1,7,5,15,11,11,17,9,2,rock/punk
9,6,6,5,2,9,11,18,12,9,14,5,2,rock/punk
13,6,10,9,2,7,6,13,6,5,11,7,4,rock/punk
12,3,10,6,1,10,5,13,8,6,11,4,3,rock/punk
13,10,16,15,16,12,10,12,7,7,3,8,9,pop/experimental_pop
13,7,12,3,12,9,9,6,14,14,11,6,15,pop/experimental_pop
9,8,15,11,13,11,5,13,14,17,4,8,6,pop/experimental_pop
15,11,15,2,14,15,3,15,9,13,14,16,9,pop/experimental_pop
17,8,16,12,12,5,10,7,7,7,5,2,5,pop/experimental_pop
14,11,12,14,15,17,5,12,15,8,16,14,16,pop/experimental_pop
14,7,16,7,2,15,4,4,14,15,8,12,15,pop/experimental_pop
13,9,15,14,12,8,14,19,17,17,10,10,12,pop/experimental_pop
11,8,16,17,15,6,5,8,10,7,3,13,16,pop/experimental_pop
15,3,1,14,6,5,9,18,20,19,7,14,3,pop/experimental_pop
12,19,6,19,19,14,6,6,13,18,12,8,5,electronic
4,14,1,20,3,11,15,18,3,13,19,19,8,electronic
10,5,10,18,19,20,19,2,1,3,18,20,9,electronic
10,17,2,2,2,8,15,18,11,12,8,13,8,electronic
9,2,11,13,2,19,7,19,13,15,18,18,17,pop/experimental_pop
2,9,12,19,2,10,8,19,20,18,19,17,18,pop/experimental_pop
5,17,12,17,6,17,11,15,16,7,19,6,12,pop/experimental_pop
5,14,6,20,4,15,4,17,13,12,17,10,10,pop/experimental_pop
16,8,5,14,9,20,9,13,18,16,8,3,6,pop/experimental_pop
19,16,20,17,15,11,5,2,1,1,2,1,1,pop/experimental_pop
12,17,20,17,18,15,9,12,16,19,18,16,11,pop/experimental_pop
15,15,20,14,14,9,7,5,8,7,20,9,6,pop/experimental_pop
12,13,20,14,10,18,5,9,18,10,17,19,17,pop/experimental_pop
9,19,20,19,10,2,2,14,19,5,11,2,15,pop/experimental_pop
12,12,20,18,18,8,14,6,11,16,11,10,12,pop/experimental_pop
14,20,20,20,20,16,15,17,17,14,16,11,17,pop/experimental_pop
10,16,20,16,19,18,13,18,14,14,19,13,19,pop/experimental_pop
6,12,20,7,2,1,3,2,3,4,12,20,20,pop/experimental_pop
1,3,20,2,9,4,20,2,14,1,20,3,19,pop/experimental_pop
10,9,13,4,12,19,2,3,3,5,6,18,18,pop/experimental_pop
11,4,19,3,19,13,6,9,8,17,17,11,12,pop/experimental_pop
5,12,13,17,11,7,5,3,3,4,14,8,2,pop/experimental_pop
8,6,7,5,13,18,11,20,8,17,4,9,19,pop/experimental_pop
7,8,13,8,7,9,2,6,8,17,14,6,14,pop/experimental_pop
9,17,7,8,12,5,9,8,3,12,6,19,19,pop/experimental_pop
13,18,6,16,11,15,8,5,12,19,6,6,7,pop/experimental_pop
12,6,11,17,8,1,2,20,7,1,11,4,17,pop/experimental_pop
8,18,4,6,2,7,3,11,20,20,20,19,15,pop/experimental_pop
11,9,13,5,8,16,2,15,12,18,4,12,14,pop/experimental_pop
15,15,18,12,2,3,6,7,4,8,2,2,1,pop/experimental_pop
7,19,6,16,16,13,8,16,18,8,18,18,14,pop/experimental_pop
8,13,6,10,9,2,1,2,10,16,10,10,18,pop/experimental_pop
13,6,13,14,7,18,18,18,18,16,17,16,3,pop/experimental_pop
13,10,5,4,2,13,5,9,11,16,15,3,15,pop/experimental_pop
13,20,15,20,19,13,7,7,12,4,5,7,1,pop/experimental_pop
18,10,6,11,10,18,6,15,16,9,8,8,13,pop/experimental_pop
5,6,17,6,11,15,18,8,18,20,7,18,18,rock/punk/post-punk
9,9,18,9,9,18,19,18,17,14,10,7,5,pop
3,16,15,14,16,8,19,15,7,19,14,3,15,pop
10,7,20,4,3,16,17,18,18,20,8,3,5,pop
13,5,14,8,19,12,17,17,9,18,5,8,7,pop
10,14,17,6,9,16,17,19,20,19,10,5,2,pop
12,16,12,20,18,14,12,15,18,20,20,16,4,pop
10,15,7,15,14,16,19,7,3,3,20,5,16,pop
15,1,20,2,2,3,19,9,10,4,10,9,18,pop
7,6,12,3,14,12,16,13,14,10,11,2,12,rock/punk/power-pop
7,9,16,5,14,10,15,12,13,12,15,3,13,rock/punk/power-pop
7,6,15,3,13,11,14,15,18,13,14,2,11,rock/punk/power-pop
11,9,14,4,15,11,6,16,14,11,14,7,4,rock/punk/power-pop
9,7,13,2,16,9,11,13,17,9,14,4,6,rock/punk/power-pop
12,4,11,3,15,10,9,12,17,6,11,3,4,rock/punk/power-pop
11,5,11,5,16,12,13,18,16,5,11,3,5,rock/punk/power-pop
11,3,10,3,14,12,11,15,13,5,14,6,4,rock/punk/power-pop
9,7,8,3,13,7,10,15,16,10,17,7,6,rock/punk/power-pop
8,5,14,2,17,9,13,16,13,4,17,3,8,rock/punk/power-pop
6,3,3,4,16,5,6,18,5,9,14,9,4,electronic
12,17,9,5,10,6,5,9,4,4,12,9,13,electronic
9,13,9,9,18,17,15,11,5,6,3,6,9,electronic
8,12,9,15,3,6,13,6,8,7,10,5,6,electronic
15,4,10,6,13,10,13,20,16,2,4,4,14,electronic
13,19,12,13,4,6,9,9,4,7,6,2,9,electronic
15,11,1,15,12,10,7,11,19,11,16,6,17,electronic
19,12,1,3,2,4,2,6,6,5,10,6,8,electronic
15,7,12,11,17,14,16,19,12,18,14,17,8,electronic
16,9,7,5,20,4,19,10,6,2,9,2,2,electronic
20,18,9,15,13,4,12,20,4,1,6,3,13,electronic
5,7,16,11,15,10,20,15,10,20,18,3,15,rock/punk
5,5,14,8,15,9,20,12,13,20,19,2,15,rock/punk
5,5,14,6,17,9,20,12,15,20,19,2,14,rock/punk
4,9,14,7,14,9,19,13,12,19,18,3,15,rock/punk
5,5,16,4,16,7,20,12,16,19,19,1,16,rock/punk
6,4,18,6,16,9,20,14,17,18,19,1,16,rock/punk
8,19,18,18,13,5,14,4,2,14,12,13,10,rock/lo-fi
8,16,10,15,8,12,16,5,17,7,10,2,9,rock/lo-fi
10,14,9,13,11,10,14,14,12,12,8,8,6,rock/lo-fi
