@relation 'churchs.train'

@attribute "chip_affymetrix_chip.a" numeric 
@attribute "chip_affymetrix_chip.b" numeric 
@attribute "chip_affymetrix_chip.c" numeric 
@attribute "chip_affymetrix_chip.d" numeric 
@attribute "chip_affymetrix_chip.a.d" numeric 
@attribute "pp_number_of_probe_pairs" numeric 
@attribute "a_fy4_a" numeric 
@attribute "alpha_fy5_alpha" numeric 
@attribute "gal_gal" numeric 
@attribute "heat_heat" numeric 
@attribute "rel_alpha_fy5_alpha" numeric 
@attribute "rel_gal_gal" numeric 
@attribute "rel_heat_heat" numeric 
@attribute "avg_abund" numeric 
@attribute "median_deviation_of_log_fc_gal" numeric 
@attribute "sig_gal" numeric 
@attribute "sig_and_fc_gal" numeric 
@attribute "median_deviation_of_log_fc_fy5_alpha" numeric 
@attribute "sig_fy5_alpha" numeric 
@attribute "sig_and_fc_fy5_alpha" numeric 
@attribute "median_deviation_of_log_fc_heat" numeric 
@attribute "sig_heat" numeric 
@attribute "sig_and_fc_heat" numeric 
@attribute "thrshld_gal" numeric 
@attribute "thrshld_fy5_alpha" numeric 
@attribute "thrshld_heat" numeric 
@attribute "below_threshold_in_all_conditions" numeric 
@attribute class hierarchical 01,02,10,11,12,14,16,18,20,30,32,34,38,40,41,42,43,99,01/01,01/02,01/03,01/04,01/05,01/06,01/07,01/20,01/25,02/01,02/04,02/07,02/08,02/10,02/11,02/13,02/16,02/19,02/25,02/45,10/01,10/03,11/02,11/04,11/06,12/01,12/04,12/07,12/10,14/01,14/04,14/07,14/10,14/13,16/01,16/02,16/03,16/06,16/07,16/09,16/11,16/13,16/17,16/19,16/21,18/01,18/02,20/01,20/03,20/09,30/01,30/05,32/01,32/05,32/07,32/10,34/01,34/07,34/11,38/07,40/01,40/10,40/20,41/01,42/01,42/02,42/03,42/04,42/05,42/07,42/08,42/09,42/10,42/16,42/19,42/22,42/25,42/27,42/29,43/01,01/01/03,01/01/05,01/01/06,01/01/09,01/01/11,01/01/13,01/02/02,01/02/03,01/02/07,01/03/01,01/03/04,01/03/07,01/03/10,01/03/13,01/03/16,01/04/04,01/05/02,01/05/03,01/05/05,01/05/06,01/05/09,01/05/11,01/05/13,01/05/25,01/06/02,01/06/05,01/06/06,01/06/10,01/07/01,01/07/03,01/07/04,01/07/07,01/20/01,01/20/05,01/20/15,01/20/17,01/20/19,01/20/27,01/20/31,01/20/33,01/20/37,01/25/01,02/01/01,02/01/03,02/07/01,02/11/05,02/13/01,02/13/03,02/13/05,02/16/01,02/16/03,02/16/09,02/16/11,02/16/13,02/45/11,02/45/15,10/01/02,10/01/03,10/01/05,10/01/09,10/01/11,10/03/01,10/03/02,10/03/03,10/03/04,10/03/05,11/02/01,11/02/02,11/02/03,11/04/01,11/04/02,11/04/03,11/06/01,11/06/02,11/06/03,12/01/01,12/04/01,12/04/02,12/04/03,14/07/01,14/07/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/13/01,14/13/04,16/03/01,16/03/03,16/13/01,16/13/03,16/17/01,16/17/07,16/17/09,16/19/01,16/19/03,16/19/05,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18/01/01,18/01/07,18/02/01,18/02/03,18/02/05,18/02/09,20/01/01,20/01/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03/01,20/03/02,20/03/22,20/03/25,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/13,20/09/14,20/09/16,20/09/18,30/01/05,30/01/09,30/05/01,30/05/02,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05/01,32/05/05,32/07/01,32/07/03,32/07/05,32/07/07,32/10/03,34/01/01,34/01/03,34/07/01,34/07/02,34/11/03,34/11/09,34/11/11,34/11/12,40/01/03,40/01/05,40/10/02,41/01/01,42/04/03,42/04/05,42/10/03,42/10/05,42/10/07,42/27/03,43/01/03,01/01/03/01,01/01/03/02,01/01/03/03,01/01/03/05,01/01/05/01,01/01/05/03,01/01/06/01,01/01/06/02,01/01/06/04,01/01/06/05,01/01/06/06,01/01/09/01,01/01/09/02,01/01/09/03,01/01/09/04,01/01/09/05,01/01/09/06,01/01/09/07,01/01/11/01,01/01/11/02,01/01/11/03,01/01/11/04,01/02/02/09,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07/01,01/02/07/03,01/03/01/01,01/03/01/03,01/03/04/01,01/03/04/03,01/03/16/01,01/03/16/03,01/05/02/04,01/05/02/07,01/05/03/01,01/05/03/02,01/05/03/03,01/05/05/04,01/05/05/07,01/05/06/07,01/05/09/04,01/05/09/07,01/05/11/04,01/05/11/07,01/05/13/01,01/05/13/03,01/06/02/01,01/06/02/02,01/06/06/09,01/06/06/11,01/20/01/01,01/20/01/07,01/20/05/09,01/20/15/03,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19/01,01/20/19/05,01/20/37/01,10/01/03/03,10/01/03/05,10/01/05/01,10/01/05/03,10/01/09/03,10/01/09/05,10/03/01/01,10/03/01/02,10/03/01/03,10/03/02/01,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05/01,10/03/05/03,11/02/03/01,11/02/03/04,11/04/03/01,11/04/03/03,11/04/03/05,11/04/03/11,14/07/02/01,14/07/02/02,14/07/11/01,14/13/01/01,14/13/04/02,18/02/01/01,18/02/01/02,20/01/01/01,20/01/01/07,20/01/03/01,20/01/03/03,20/03/01/01,20/03/01/05,20/03/02/02,20/03/02/03,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/25,20/09/07/27,20/09/07/29,20/09/14/02,20/09/16/09,20/09/18/09,30/01/05/01,30/01/05/05,30/01/05/07,30/01/09/03,30/01/09/07,30/01/09/09,30/01/09/11,30/05/01/10,30/05/02/24,32/05/01/01,32/05/01/03,32/05/01/07,32/05/05/01,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,34/01/01/01,34/01/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/11/03/07,34/11/03/11,34/11/03/13,40/01/03/01,40/01/05/01,40/10/02/01,40/10/02/02,40/10/02/03,43/01/03/05,43/01/03/06,43/01/03/09,01/01/03/01/01,01/01/03/01/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03/01,01/01/03/03/02,01/01/03/05/01,01/01/03/05/02,01/01/05/01/01,01/01/05/01/02,01/01/06/01/01,01/01/06/01/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04/01,01/01/06/04/02,01/01/06/05/01,01/01/06/06/01,01/01/06/06/02,01/01/09/01/01,01/01/09/01/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03/01,01/01/09/04/01,01/01/09/04/02,01/01/09/05/01,01/01/09/06/01,01/01/09/06/02,01/01/09/07/01,01/01/11/02/01,01/01/11/02/02,01/01/11/03/01,01/01/11/03/02,01/01/11/04/01,01/01/11/04/02,01/02/02/09/01,01/02/02/09/05,01/05/03/01/04,01/05/03/02/04,01/05/03/03/04,01/05/11/07/01,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04/01,11/02/03/04/03,11/04/03/01/10,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,20/01/01/01/01,20/01/01/07/05,20/01/01/07/07,20/01/01/07/09,20/03/02/02/01,20/03/02/02/02,20/03/02/03/01,20/09/16/09/03,20/09/18/09/01,30/01/05/01/03,30/01/05/05/01,32/05/01/03/03,40/10/02/02/01,40/10/02/03/02,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/06/01/03,20/01/01/01/01/01

@data
1.784317,-0.600862,-0.569616,-0.578026,0,0.072014,-0.273038,-0.305713,-0.294257,-0.299465,0.132671,-0.02718,-0.094926,-0.308468,-0.54082,-0.376282,-0.254533,0.619689,-0.267074,-0.231111,-1.447993,-0.414011,-0.268161,0.428048,0.437822,0.530509,1.29561,10@18@30@34@40@41@42@43@10/03@18/02@30/01@30/05@34/11@40/01@41/01@42/04@42/29@43/01@10/03/01@10/03/05@18/02/03@18/02/05@30/01/05@34/11/03@40/01/03@41/01/01@43/01/03@30/01/05/05@34/11/03/07@43/01/03/05@30/01/05/05/01
1.784317,-0.600862,-0.569616,-0.578026,0,-0.18639,-0.273038,-0.305713,-0.294257,-0.299465,0.132671,-0.02718,-0.094926,-0.308468,-0.54082,-0.376282,-0.254533,0.619689,-0.267074,-0.231111,-1.447993,-0.414011,-0.268161,0.428048,0.437822,0.530509,1.29561,14@20@14/07@20/09@20/09/13@20/09/16
1.784317,-0.600862,-0.569616,-0.578026,0,-0.18639,-0.273038,-0.305713,-0.294257,-0.299465,0.132671,-0.02718,-0.094926,-0.308468,-0.54082,-0.376282,-0.254533,0.619689,-0.267074,-0.231111,-1.447993,-0.414011,-0.268161,0.428048,0.437822,0.530509,1.29561,14@20@14/04@20/03@20/09@20/03/01@20/09/01@20/03/01/05
1.784317,-0.600862,-0.569616,-0.578026,0,-0.18639,-0.273038,-0.305713,-0.294257,-0.299465,0.132671,-0.02718,-0.094926,-0.308468,-0.54082,-0.376282,-0.254533,0.619689,-0.267074,-0.231111,-1.447993,-0.414011,-0.268161,0.428048,0.437822,0.530509,1.29561,11@11/04@11/04/02
1.784317,-0.600862,-0.569616,-0.578026,0,-0.18639,-0.273038,-0.305713,-0.294257,-0.299465,0.132671,-0.02718,-0.094926,-0.308468,-0.54082,-0.376282,-0.254533,0.619689,-0.267074,-0.231111,-1.447993,-0.414011,-0.268161,0.428048,0.437822,0.530509,1.29561,16@34@16/13@34/07@16/13/01@34/07/01
1.784317,-0.600862,-0.569616,-0.578026,0,-0.18639,-0.273038,-0.305713,-0.294257,-0.299465,0.132671,-0.02718,-0.094926,-0.308468,-0.54082,-0.376282,-0.254533,0.619689,-0.267074,-0.231111,-1.447993,-0.414011,-0.268161,0.428048,0.437822,0.530509,1.29561,01@10@14@32@01/04@10/03@14/07@32/01@10/03/02@14/07/03
1.784317,-0.600862,-0.569616,-0.578026,0,1.364035,-0.273038,-0.305713,-0.294257,-0.299465,0.132671,-0.02718,-0.094926,-0.308468,-0.54082,-0.376282,-0.254533,0.619689,-0.267074,-0.231111,-1.447993,-0.414011,-0.268161,0.428048,0.437822,0.530509,1.29561,11@11/04@11/04/01@11/04/02
1.784317,-0.600862,-0.569616,-0.578026,0,-0.18639,-0.273038,-0.247294,-0.294257,-0.299465,0.132671,-0.02718,-0.094926,-0.302137,-0.54082,-0.376282,-0.254533,0.619689,-0.267074,-0.231111,-1.447993,-0.414011,-0.268161,0.428048,0.437822,0.530509,1.29561,10@14@20@10/03@14/07@20/01@10/03/01@14/07/02@20/01/03@14/07/02/02@20/01/03/01
1.784317,-0.600862,-0.569616,-0.578026,0,-0.18639,-0.273038,-0.305713,-0.294257,-0.299465,0.132671,-0.02718,-0.094926,-0.308468,-0.54082,-0.376282,-0.254533,0.619689,-0.267074,-0.231111,-1.447993,-0.414011,-0.268161,0.428048,0.437822,0.530509,1.29561,10@11@14@34@10/01@11/02@14/07@34/11@10/01/09@11/02/03@14/07/04@34/11/03@10/01/09/05@11/02/03/04@34/11/03/07
1.784317,-0.600862,-0.569616,-0.578026,0,-0.18639,-0.273038,-0.305713,-0.294257,-0.299465,0.132671,-0.02718,-0.094926,-0.308468,-0.54082,-0.376282,-0.254533,0.619689,-0.267074,-0.231111,-1.447993,-0.414011,-0.268161,0.428048,0.437822,0.530509,1.29561,11@11/02@11/02/03@11/02/03/04
1.784317,-0.600862,-0.569616,-0.578026,0,-0.18639,-0.273038,-0.305713,-0.294257,-0.299465,0.132671,-0.02718,-0.094926,-0.308468,-0.54082,-0.376282,-0.254533,0.619689,-0.267074,-0.231111,-1.447993,-0.414011,-0.268161,0.428048,0.437822,0.530509,1.29561,14@14/07@14/13@14/07/05@14/13/01
1.784317,-0.600862,-0.569616,-0.578026,0,-0.18639,-0.273038,-0.305713,-0.294257,-0.299465,0.132671,-0.02718,-0.094926,-0.308468,-0.54082,-0.376282,-0.254533,0.619689,-0.267074,-0.231111,-1.447993,-0.414011,-0.268161,0.428048,0.437822,0.530509,1.29561,10@14@16@20@42@10/03@14/04@16/07@20/01@20/09@42/10@10/03/03@10/03/04@20/01/10@20/01/21@20/09/01@42/10/05@10/03/04/05
1.784317,-0.600862,-0.569616,-0.578026,0,-0.18639,-0.273038,-0.305713,-0.294257,-0.299465,0.132671,-0.02718,-0.094926,-0.308468,-0.54082,-0.376282,-0.254533,0.619689,-0.267074,-0.231111,-1.447993,-0.414011,-0.268161,0.428048,0.437822,0.530509,1.29561,12@42@12/01@12/04@42/16@12/01/01@12/04/01
1.784317,-0.600862,-0.569616,-0.578026,0,0.072014,-0.273038,-0.305713,-0.294257,-0.299465,0.132671,-0.02718,-0.094926,-0.308468,-0.54082,-0.376282,-0.254533,0.619689,-0.267074,-0.231111,-1.447993,-0.414011,-0.268161,0.428048,0.437822,0.530509,1.29561,01@10@14@30@32@40@42@43@01/04@10/03@14/07@30/01@32/01@40/01@42/01@42/04@43/01@10/03/01@14/07/03@30/01/05@30/01/09@40/01/03@42/04/03@43/01/03@30/01/05/01@30/01/09/09@43/01/03/05
1.784317,-0.600862,-0.569616,-0.578026,0,-0.18639,-0.273038,-0.305713,-0.294257,-0.299465,0.132671,-0.02718,-0.094926,-0.302137,-0.54082,-0.376282,-0.254533,0.619689,-0.267074,-0.231111,-1.447993,-0.414011,-0.268161,0.428048,0.437822,0.530509,1.29561,01@14@42@01/06@14/07@42/01@01/06/06@14/07/02
1.784317,-0.600862,-0.569616,-0.578026,0,-0.18639,-0.273038,-0.305713,-0.294257,-0.299465,0.132671,-0.02718,-0.094926,-0.308468,-0.54082,-0.376282,-0.254533,0.619689,-0.267074,-0.231111,-1.447993,-0.414011,-0.268161,0.428048,0.437822,0.530509,1.29561,01@01/06@01/07@01/20@01/06/02@01/07/01@01/20/15@01/06/02/01@01/20/15/03
1.784317,-0.600862,-0.569616,-0.578026,0,-0.18639,-0.273038,-0.305713,-0.294257,-0.299465,0.132671,-0.02718,-0.094926,-0.308468,-0.54082,-0.376282,-0.254533,0.619689,-0.267074,-0.231111,-1.447993,-0.414011,-0.268161,0.428048,0.437822,0.530509,1.29561,11@11/02@11/02/03@11/02/03/04
1.784317,-0.600862,-0.569616,-0.578026,0,0.072014,-0.273038,-0.305713,-0.294257,-0.299465,0.132671,-0.02718,-0.094926,-0.308468,-0.54082,-0.376282,-0.254533,0.619689,-0.267074,-0.231111,-1.447993,-0.414011,-0.268161,0.428048,0.437822,0.530509,1.29561,42@42/01
1.784317,-0.600862,-0.569616,-0.578026,0,-0.18639,-0.273038,-0.305713,-0.294257,-0.299465,0.132671,-0.02718,-0.094926,-0.308468,-0.54082,-0.376282,-0.254533,0.619689,-0.267074,-0.231111,-1.447993,-0.414011,-0.268161,0.428048,0.437822,0.530509,1.29561,10@11@14@16@41@42@10/01@11/02@14/07@14/10@16/07@41/01@42/10@10/01/09@11/02/03@14/07/04@41/01/01@42/10/03@10/01/09/05@11/02/03/04
1.784317,-0.600862,-0.569616,-0.578026,0,-0.18639,-0.273038,-0.305713,-0.294257,-0.299465,0.132671,-0.02718,-0.094926,-0.308468,-0.54082,-0.376282,-0.254533,0.619689,-0.267074,-0.231111,-1.447993,-0.414011,-0.268161,0.428048,0.437822,0.530509,1.29561,10@11@18@10/01@11/02@18/02@10/01/05@10/01/09@11/02/03@18/02/09@10/01/05/01@10/01/05/03@10/01/09/03@11/02/03/01@10/01/05/03/01
1.784317,-0.600862,-0.569616,-0.578026,0,-0.18639,-0.273038,-0.305713,-0.294257,-0.299465,0.132671,-0.02718,-0.094926,-0.308468,-0.54082,-0.376282,-0.254533,0.619689,-0.267074,-0.231111,-1.447993,-0.414011,-0.268161,0.428048,0.437822,0.530509,1.29561,11@14@16@20@40@42@43@11/04@14/10@16/01@20/09@40/01@42/04@43/01@11/04/03@20/09/16@43/01/03@11/04/03/01@20/09/16/09@43/01/03/05@20/09/16/09/03
1.784317,-0.600862,-0.569616,-0.578026,0,-0.18639,-0.273038,-0.305713,-0.294257,-0.299465,0.132671,-0.02718,-0.094926,-0.308468,-0.54082,-0.376282,-0.254533,0.619689,-0.267074,-0.231111,-1.447993,-0.414011,-0.268161,0.428048,0.437822,0.530509,1.29561,10@11@14@32@10/01@10/03@11/02@14/07@32/01@10/01/09@10/03/02@11/02/03@14/07/04@10/01/09/05@11/02/03/04
1.784317,-0.600862,-0.569616,-0.578026,0,-0.18639,-0.273038,-0.305713,-0.294257,-0.299465,0.132671,-0.02718,-0.094926,-0.308468,-0.438518,-0.376282,-0.254533,0.619689,-0.267074,-0.231111,-1.447993,-0.414011,-0.268161,0.428048,0.437822,0.530509,1.29561,11@18@11/02@18/02@11/02/03@18/02/09@11/02/03/01@11/02/03/04@11/02/03/04/03
1.784317,-0.600862,-0.569616,-0.578026,0,-0.18639,-0.273038,-0.305713,-0.294257,-0.299465,0.132671,-0.02718,-0.094926,-0.308468,-0.54082,-0.376282,-0.254533,0.619689,-0.267074,-0.231111,-1.447993,-0.414011,-0.268161,0.428048,0.437822,0.530509,1.29561,10@32@10/01@32/01@10/01/05@32/01/09@10/01/05/01
1.784317,-0.600862,-0.569616,-0.578026,0,-0.18639,-0.273038,-0.305713,-0.294257,-0.299465,0.132671,-0.02718,-0.094926,-0.308468,-0.54082,-0.376282,-0.254533,0.619689,-0.267074,-0.231111,-1.447993,-0.414011,-0.268161,0.428048,0.437822,0.530509,1.29561,11@16@20@34@40@42@43@11/04@16/03@20/01@34/11@40/01@42/04@42/07@43/01@16/03/03@20/01/21@34/11/03@43/01/03@34/11/03/07@43/01/03/05
1.784317,-0.600862,-0.569616,-0.578026,0,-0.18639,-0.273038,-0.305713,-0.294257,-0.299465,0.132671,-0.02718,-0.094926,-0.308468,-0.54082,-0.376282,-0.254533,0.619689,-0.267074,-0.231111,-1.447993,-0.414011,-0.268161,0.428048,0.437822,0.530509,1.29561,43@43/01@43/01/03@43/01/03/09
1.784317,-0.600862,-0.569616,-0.578026,0,-0.18639,-0.273038,-0.305713,-0.294257,-0.299465,0.132671,-0.02718,-0.094926,-0.308468,-0.54082,-0.376282,-0.254533,0.619689,-0.267074,-0.231111,-1.447993,-0.414011,-0.268161,0.428048,0.437822,0.530509,1.29561,11@11/02@11/02/03@11/02/03/04
1.784317,-0.600862,-0.569616,-0.578026,0,-0.18639,-0.273038,-0.305713,-0.294257,-0.299465,0.132671,-0.02718,-0.094926,-0.308468,-0.54082,-0.376282,-0.254533,0.619689,-0.267074,-0.231111,-1.447993,-0.414011,-0.268161,0.428048,0.437822,0.530509,1.29561,11@42@11/04@42/10@11/04/03@11/04/03/01
1.784317,-0.600862,-0.569616,-0.578026,0,0.072014,-0.273038,-0.305713,-0.294257,-0.299465,0.132671,-0.02718,-0.094926,-0.308468,-0.54082,-0.376282,-0.254533,0.619689,-0.267074,-0.231111,-1.447993,-0.414011,-0.268161,0.428048,0.437822,0.530509,1.29561,10@14@18@10/03@14/07@18/02@10/03/01@10/03/04@14/07/03@18/02/01@10/03/04/05@18/02/01/01@18/02/01/01/05
1.784317,-0.600862,-0.569616,-0.578026,0,-0.18639,-0.273038,-0.305713,-0.294257,-0.299465,0.132671,-0.02718,-0.094926,-0.308468,-0.54082,-0.376282,-0.254533,0.619689,-0.267074,-0.231111,-1.447993,-0.414011,-0.268161,0.428048,0.437822,0.530509,1.29561,02@20@02/13@20/01@20/03@20/09@20/01/17@20/09/04
1.784317,-0.600862,-0.569616,-0.578026,0,-0.18639,-0.273038,-0.305713,-0.294257,-0.299465,0.132671,-0.02718,-0.094926,-0.308468,-0.54082,-0.376282,-0.254533,0.619689,-0.267074,-0.231111,-1.447993,-0.414011,-0.268161,0.428048,0.437822,0.530509,1.29561,10@16@34@40@41@42@43@10/03@16/01@34/11@40/01@41/01@42/04@43/01@10/03/01@34/11/03@40/01/03@41/01/01@43/01/03@34/11/03/07@43/01/03/05
1.784317,-0.600862,-0.569616,-0.578026,0,-0.18639,-0.273038,-0.305713,-0.294257,-0.299465,0.132671,-0.02718,-0.094926,-0.308468,-0.54082,-0.376282,-0.254533,0.619689,-0.267074,-0.231111,-1.447993,-0.414011,-0.268161,0.428048,0.437822,0.530509,1.29561,01@01/06
1.784317,-0.600862,-0.569616,-0.578026,0,0.072014,-0.273038,-0.305713,-0.294257,-0.299465,0.132671,-0.02718,-0.094926,-0.308468,-0.438518,-0.376282,-0.254533,0.619689,-0.267074,-0.231111,-1.447993,-0.414011,-0.268161,0.428048,0.437822,0.530509,1.29561,01@16@01/01@01/02@01/03@16/19@16/21@01/01/05@01/02/02@01/03/01@16/19/03@16/21/15@01/01/05/03@01/02/02/09@01/02/02/09/01
1.784317,-0.600862,-0.569616,-0.578026,0,-0.18639,-0.273038,-0.305713,-0.294257,-0.299465,0.132671,-0.02718,-0.094926,-0.308468,-0.54082,-0.376282,-0.254533,0.619689,-0.267074,-0.231111,-1.447993,-0.414011,-0.268161,0.428048,0.437822,0.530509,1.29561,10@11@10/03@11/02@10/03/01@11/02/03@10/03/01/01@11/02/03/01@11/02/03/04@10/03/01/01/03
1.784317,-0.600862,-0.569616,-0.578026,0,0.072014,-0.273038,-0.305713,-0.294257,-0.299465,0.132671,-0.02718,-0.094926,-0.308468,-0.54082,-0.376282,-0.254533,0.619689,-0.267074,-0.231111,-1.447993,-0.414011,-0.268161,0.428048,0.437822,0.530509,1.29561,14@20@42@14/04@14/07@14/13@20/09@42/25@14/07/11@14/13/04@20/09/13@14/07/11/01
1.784317,-0.600862,-0.569616,-0.578026,0,-0.18639,-0.273038,-0.305713,-0.294257,-0.299465,0.132671,-0.02718,-0.094926,-0.308468,-0.54082,-0.376282,-0.254533,0.619689,-0.267074,-0.231111,-1.447993,-0.414011,-0.268161,0.428048,0.437822,0.530509,1.29561,11@14@16@11/04@14/10@16/19@11/04/03@16/19/03@11/04/03/01
1.784317,-0.600862,-0.569616,-0.578026,0,-0.18639,-0.273038,-0.305713,-0.294257,-0.299465,0.132671,-0.02718,-0.094926,-0.308468,-0.54082,-0.376282,-0.254533,0.619689,-0.267074,-0.231111,-1.447993,-0.414011,-0.268161,0.428048,0.437822,0.530509,1.29561,10@10/01@10/03@10/01/09@10/03/01@10/01/09/05
1.784317,-0.600862,-0.569616,-0.578026,0,0.072014,-0.273038,-0.305713,-0.294257,-0.299465,0.132671,-0.02718,-0.094926,-0.308468,-0.54082,-0.376282,-0.254533,0.619689,-0.267074,-0.231111,-1.447993,-0.414011,-0.268161,0.428048,0.437822,0.530509,1.29561,01@11@01/07@11/02@01/07/01@11/02/03@11/02/03/04@11/02/03/04/01
1.784317,-0.600862,-0.569616,-0.578026,0,-0.18639,-0.273038,-0.305713,-0.294257,-0.299465,0.132671,-0.02718,-0.094926,-0.308468,-0.54082,-0.376282,-0.254533,0.619689,-0.267074,-0.231111,-1.447993,-0.414011,-0.268161,0.428048,0.437822,0.530509,1.29561,01@20@34@01/01@20/01@20/09@34/01@20/01/01@20/09/18@34/01/03@20/01/01/07@34/01/03/01@20/01/01/07/05
1.784317,-0.600862,-0.569616,-0.578026,0,-0.18639,-0.273038,-0.305713,-0.294257,-0.299465,0.132671,-0.02718,-0.094926,-0.308468,-0.54082,-0.376282,-0.254533,0.619689,-0.267074,-0.231111,-1.447993,-0.414011,-0.268161,0.428048,0.437822,0.530509,1.29561,20@34@20/01@20/03@34/01@20/01/01@20/03/02@34/01/01@34/01/03@20/01/01/07@20/03/02/02@34/01/03/03@20/01/01/07/07@20/03/02/02/02
1.784317,-0.600862,-0.569616,-0.578026,0,-0.18639,-0.273038,-0.305713,-0.294257,-0.299465,0.132671,-0.02718,-0.094926,-0.308468,-0.54082,-0.376282,-0.254533,0.619689,-0.267074,-0.231111,-1.447993,-0.414011,-0.268161,0.428048,0.437822,0.530509,1.29561,18@30@32@34@40@42@43@18/02@30/01@30/05@32/01@34/11@40/01@42/04@43/01@18/02/01@30/01/05@32/01/03@32/01/11@34/11/03@43/01/03@30/01/05/01@34/11/03/07@34/11/03/13@43/01/03/05@30/01/05/01/03
1.784317,-0.600862,-0.569616,-0.578026,0,-0.18639,-0.273038,-0.247294,-0.294257,-0.299465,0.132671,-0.02718,-0.094926,-0.302137,-0.54082,-0.376282,-0.254533,0.619689,-0.267074,-0.231111,-1.347206,-0.414011,-0.268161,0.428048,0.437822,0.530509,1.29561,14@14/07@14/07/11
1.784317,-0.600862,-0.569616,-0.578026,0,-0.18639,-0.273038,-0.305713,-0.294257,-0.299465,0.132671,-0.02718,-0.094926,-0.308468,-0.54082,-0.376282,-0.254533,0.619689,-0.267074,-0.231111,-1.447993,-0.414011,-0.268161,0.428048,0.437822,0.530509,1.29561,10@11@34@41@42@10/03@11/02@34/11@41/01@42/10@10/03/01@10/03/02@10/03/04@11/02/03@34/11/03@41/01/01@10/03/01/01@10/03/04/07@11/02/03/04@34/11/03/07@10/03/01/01/11
1.784317,-0.600862,-0.569616,-0.578026,0,-0.18639,-0.273038,-0.305713,-0.294257,-0.299465,0.132671,-0.02718,-0.094926,-0.308468,-0.54082,-0.376282,-0.254533,0.619689,-0.267074,-0.231111,-1.447993,-0.414011,-0.268161,0.428048,0.437822,0.530509,1.29561,11@12@11/04@12/01@11/04/01
1.784317,-0.600862,-0.569616,-0.578026,0,-0.18639,-0.273038,-0.305713,-0.294257,-0.299465,0.132671,-0.02718,-0.094926,-0.308468,-0.54082,-0.376282,-0.254533,0.619689,-0.267074,-0.231111,-1.447993,-0.414011,-0.268161,0.428048,0.437822,0.530509,1.29561,01@10@20@01/02@01/03@01/05@10/01@10/03@20/01@20/03@01/03/16@01/05/25@10/03/02@20/01/03@01/03/16/03
1.784317,-0.600862,-0.569616,-0.578026,0,0.072014,-0.273038,-0.305713,-0.294257,-0.299465,0.132671,-0.02718,-0.094926,-0.308468,-0.54082,-0.376282,-0.254533,0.619689,-0.267074,-0.231111,-1.447993,-0.414011,-0.268161,0.428048,0.437822,0.530509,1.29561,12@12/10
1.784317,-0.600862,-0.569616,-0.578026,0,-0.18639,-0.273038,-0.305713,-0.294257,-0.299465,0.132671,-0.02718,-0.094926,-0.308468,-0.54082,-0.376282,-0.254533,0.619689,-0.267074,-0.231111,-1.447993,-0.414011,-0.268161,0.428048,0.437822,0.530509,1.29561,20@30@20/01@30/01@20/01/07
1.784317,-0.600862,-0.569616,-0.578026,0,-0.18639,-0.273038,-0.305713,-0.294257,-0.299465,0.132671,-0.02718,-0.094926,-0.308468,-0.54082,-0.376282,-0.254533,0.619689,-0.267074,-0.231111,-1.447993,-0.414011,-0.268161,0.428048,0.437822,0.530509,1.29561,01@14@18@30@32@34@01/04@14/07@18/02@30/01@30/05@32/01@34/11@14/07/03@18/02/01@30/01/05@34/11/03@18/02/01/01@30/01/05/01@34/11/03/13@18/02/01/01/05@30/01/05/01/03
1.784317,-0.600862,-0.569616,-0.578026,0,0.072014,-0.273038,-0.305713,-0.294257,-0.299465,0.132671,-0.02718,-0.094926,-0.308468,-0.54082,-0.376282,-0.254533,0.619689,-0.267074,-0.231111,-1.447993,-0.414011,-0.268161,0.428048,0.437822,0.530509,1.29561,10@32@10/01@10/03@32/01@10/01/05@10/03/01@32/01/09@10/01/05/01@10/01/05/03@10/03/01/03@10/01/05/03/03
