@relation 'eisen.train'

@attribute "alpha_0" numeric 
@attribute "alpha_7" numeric 
@attribute "alpha_14" numeric 
@attribute "alpha_21" numeric 
@attribute "alpha_28" numeric 
@attribute "alpha_35" numeric 
@attribute "alpha_42" numeric 
@attribute "alpha_49" numeric 
@attribute "alpha_56" numeric 
@attribute "alpha_63" numeric 
@attribute "alpha_70" numeric 
@attribute "alpha_77" numeric 
@attribute "alpha_84" numeric 
@attribute "alpha_91" numeric 
@attribute "alpha_98" numeric 
@attribute "alpha_105" numeric 
@attribute "alpha_112" numeric 
@attribute "alpha_119" numeric 
@attribute "elu_0" numeric 
@attribute "elu_30" numeric 
@attribute "elu_60" numeric 
@attribute "elu_90" numeric 
@attribute "elu_120" numeric 
@attribute "elu_150" numeric 
@attribute "elu_180" numeric 
@attribute "elu_210" numeric 
@attribute "elu_240" numeric 
@attribute "elu_270" numeric 
@attribute "elu_300" numeric 
@attribute "elu_330" numeric 
@attribute "elu_360" numeric 
@attribute "elu_390" numeric 
@attribute "cdc15_10" numeric 
@attribute "cdc15_30" numeric 
@attribute "cdc15_50" numeric 
@attribute "cdc15_70" numeric 
@attribute "cdc15_90" numeric 
@attribute "cdc15_110" numeric 
@attribute "cdc15_130" numeric 
@attribute "cdc15_150" numeric 
@attribute "cdc15_170" numeric 
@attribute "cdc15_190" numeric 
@attribute "cdc15_210" numeric 
@attribute "cdc15_230" numeric 
@attribute "cdc15_250" numeric 
@attribute "cdc15_270" numeric 
@attribute "cdc15_290" numeric 
@attribute "spo_0" numeric 
@attribute "spo_2" numeric 
@attribute "spo_5" numeric 
@attribute "spo_7" numeric 
@attribute "spo_9" numeric 
@attribute "spo_11" numeric 
@attribute "spo5_2" numeric 
@attribute "spo5_7" numeric 
@attribute "spo5_11" numeric 
@attribute "spo__early" numeric 
@attribute "spo__mid" numeric 
@attribute "heat_0" numeric 
@attribute "heat_10" numeric 
@attribute "heat_20" numeric 
@attribute "heat_40" numeric 
@attribute "heat_80" numeric 
@attribute "heat_160" numeric 
@attribute "dtt_15" numeric 
@attribute "dtt_30" numeric 
@attribute "dtt_60" numeric 
@attribute "dtt_120" numeric 
@attribute "cold_0" numeric 
@attribute "cold_20" numeric 
@attribute "cold_40" numeric 
@attribute "cold_160" numeric 
@attribute "diau_540" numeric 
@attribute "diau_660" numeric 
@attribute "diau_780" numeric 
@attribute "diau_900" numeric 
@attribute "diau_1020" numeric 
@attribute "diau_1140" numeric 
@attribute "diau_1260" numeric 
@attribute class hierarchical 01,02,10,11,12,14,16,18,20,30,32,34,38,40,41,42,43,99,01/01,01/02,01/03,01/04,01/05,01/06,01/07,01/20,02/01,02/04,02/07,02/08,02/10,02/11,02/13,02/16,02/19,02/25,02/45,10/01,10/03,11/02,11/04,11/06,12/01,12/04,12/07,12/10,14/01,14/04,14/07,14/10,14/13,16/01,16/02,16/03,16/06,16/07,16/09,16/11,16/13,16/17,16/19,16/21,18/01,18/02,20/01,20/03,20/09,30/01,30/05,32/01,32/05,32/07,34/01,34/07,34/11,38/07,40/01,40/10,40/20,41/01,42/01,42/02,42/03,42/04,42/07,42/08,42/09,42/10,42/16,42/19,42/22,42/25,42/29,43/01,01/01/03,01/01/05,01/01/06,01/01/09,01/01/11,01/01/13,01/02/02,01/02/03,01/02/07,01/03/01,01/03/04,01/03/07,01/03/10,01/03/13,01/03/16,01/04/04,01/05/02,01/05/03,01/05/05,01/05/06,01/05/09,01/05/11,01/05/13,01/05/25,01/06/02,01/06/05,01/06/06,01/06/10,01/07/01,01/07/03,01/07/04,01/07/07,01/20/05,01/20/15,01/20/17,01/20/19,01/20/31,01/20/37,02/01/03,02/07/01,02/11/05,02/13/01,02/13/03,02/16/01,02/16/03,02/16/11,02/16/13,02/45/11,02/45/15,10/01/02,10/01/03,10/01/05,10/01/09,10/01/11,10/03/01,10/03/02,10/03/03,10/03/04,10/03/05,11/02/01,11/02/02,11/02/03,11/04/01,11/04/02,11/04/03,11/06/01,11/06/02,11/06/03,12/01/01,12/04/01,12/04/02,12/04/03,14/07/01,14/07/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/13/01,14/13/04,16/03/01,16/03/03,16/13/01,16/13/03,16/17/07,16/17/09,16/19/03,16/19/05,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18/01/01,18/01/07,18/02/01,18/02/03,18/02/05,18/02/09,20/01/01,20/01/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03/01,20/03/02,20/03/22,20/03/25,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/13,20/09/14,20/09/16,20/09/18,30/01/05,30/01/09,30/05/01,30/05/02,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05/01,32/05/05,32/07/01,32/07/03,32/07/07,34/01/01,34/01/03,34/07/01,34/07/02,34/11/03,34/11/09,34/11/11,34/11/12,40/01/03,40/01/05,40/10/02,41/01/01,42/04/03,42/04/05,42/10/03,42/10/05,42/10/07,43/01/03,01/01/03/01,01/01/03/02,01/01/03/03,01/01/03/05,01/01/05/01,01/01/05/03,01/01/06/01,01/01/06/02,01/01/06/04,01/01/06/05,01/01/06/06,01/01/09/01,01/01/09/02,01/01/09/03,01/01/09/04,01/01/09/05,01/01/09/06,01/01/09/07,01/01/11/02,01/01/11/03,01/01/11/04,01/02/02/09,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07/01,01/02/07/03,01/03/01/01,01/03/01/03,01/03/04/01,01/03/04/03,01/03/16/01,01/03/16/03,01/05/02/04,01/05/02/07,01/05/03/02,01/05/03/03,01/05/05/04,01/05/05/07,01/05/06/07,01/05/09/04,01/05/09/07,01/05/11/04,01/05/13/01,01/05/13/03,01/06/02/01,01/06/02/02,01/06/06/09,01/06/06/11,01/20/15/03,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19/01,01/20/19/05,01/20/37/01,10/01/03/03,10/01/03/05,10/01/05/01,10/01/05/03,10/01/09/03,10/01/09/05,10/03/01/01,10/03/01/02,10/03/01/03,10/03/02/01,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05/01,10/03/05/03,11/02/03/01,11/02/03/04,11/04/03/01,11/04/03/03,11/04/03/05,11/04/03/11,14/07/02/01,14/07/02/02,14/07/11/01,14/13/01/01,14/13/04/02,18/02/01/01,18/02/01/02,20/01/01/01,20/01/01/07,20/01/03/01,20/01/03/03,20/03/01/01,20/03/01/05,20/03/02/02,20/03/02/03,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/25,20/09/07/27,20/09/14/02,20/09/16/09,20/09/18/09,30/01/05/01,30/01/05/05,30/01/05/07,30/01/09/03,30/01/09/07,30/01/09/09,30/01/09/11,30/05/02/24,32/05/01/01,32/05/01/03,32/05/01/07,32/05/05/01,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,34/01/01/01,34/01/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/11/03/07,34/11/03/11,34/11/03/13,40/01/03/01,40/10/02/03,43/01/03/05,43/01/03/06,43/01/03/09,01/01/03/01/01,01/01/03/01/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03/01,01/01/03/03/02,01/01/03/05/01,01/01/03/05/02,01/01/05/01/01,01/01/05/01/02,01/01/06/01/01,01/01/06/01/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04/01,01/01/06/04/02,01/01/06/05/01,01/01/06/06/01,01/01/06/06/02,01/01/09/01/02,01/01/09/02/01,01/01/09/03/01,01/01/09/04/01,01/01/09/05/01,01/01/09/06/01,01/01/09/07/01,01/01/11/02/01,01/01/11/02/02,01/01/11/03/01,01/01/11/03/02,01/01/11/04/01,01/01/11/04/02,01/02/02/09/01,01/05/03/02/04,01/05/03/03/04,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/09,10/03/01/01/11,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04/01,11/02/03/04/03,11/04/03/01/10,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,20/01/01/01/01,20/01/01/07/05,20/01/01/07/07,20/01/01/07/09,20/03/02/02/01,20/03/02/03/01,20/09/16/09/03,20/09/18/09/01,30/01/05/01/03,30/01/05/05/01,32/05/01/03/03,40/10/02/03/02,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/06/01/03,20/01/01/01/01/01

@data
-1.083962,-0.547419,-0.673713,-1.393971,-0.837834,-1.397766,0.120568,-0.223295,-0.267153,0.824112,-0.77359,-0.575084,-1.101981,-0.781174,-0.539129,0.506086,0.065411,0.50091,-1.391925,-1.73997,0.976585,0.118263,-0.047069,-0.841587,0.166885,0.8289,1.09021,1.189299,0.883147,1.006013,-0.868327,1.071233,-1.105323,-2.291257,-1.190466,0.431666,1.004131,1.000391,-0.92416,-1.64802,-0.491519,0.662079,0.71064,-1.093466,-0.627131,-0.73285,-0.764459,-1.264603,1.132856,0.523456,0.08941,-0.089905,-0.071251,0.8284,-0.798221,-0.985857,0.759476,0.368301,0.162559,-0.218564,0.567414,0.050695,0.252821,0.175705,-1.008813,0.232129,-0.796186,-0.872309,0.092704,1.572343,0.41449,0.306709,0.687249,-0.666806,0.340393,0.596724,0.905519,0.481606,0.405355,40@42@43@40/01@42/01@42/04@43/01@43/01/03@43/01/03/05
-0.684205,0.528649,0.208445,0.695565,-0.326233,0.220453,0.424839,0.373014,0.360843,0.682704,0.579639,0.441544,0.795381,0.588114,0.446403,-1.745302,1.297486,0.399284,0.62667,0.089616,-0.208319,-0.074406,-0.638361,-0.473268,-0.478269,-0.962329,-0.430589,-0.077335,-0.894184,-0.616434,-0.730369,-0.90567,-0.052586,-0.172019,-0.208363,0.039658,0.543007,0.703489,0.75054,-0.115453,0.324846,0.795307,0.324306,-0.904461,0.508837,0.186712,0.137453,-1.0223,-0.077848,0,0.072137,0.057368,0.079341,0.019552,0.091574,-0.621813,0.096193,0,-1.152063,0,0.196251,-0.231831,0.232949,-0.302303,0.231617,0.193236,-0.041376,-0.303758,-0.556775,0.299845,0.601571,0.636361,-0.045226,0.014385,-0.559125,0.228457,-0.158668,-0.413465,0.152968,11@20@34@11/02@20/01@34/01@11/02/03@20/01/01@34/01/01@11/02/03/04@20/01/01/01@34/01/01/01@20/01/01/01/01@20/01/01/01/01/01
-0.915644,-0.948665,0.93999,1.025492,0.696967,0.40615,0.258873,-0.664046,-0.723877,-1.664668,-0.222275,2.114062,3.562366,3.723063,2.238279,2.757474,-0.467378,0,-1.704665,-0.147154,-0.485636,0.72035,0.210014,0.779014,1.322784,0.940852,1.463236,2.599869,0.300415,0.721373,0.442274,1.101186,-0.729346,0.270257,0.653482,0.906203,-0.878789,-0.97896,-0.558421,-0.057982,0.408576,-0.556007,-1.736139,-1.41993,0.458721,-1.203324,-1.138838,-1.183835,0.151548,-0.41324,-0.420162,-0.50227,-0.583265,0.252873,-0.39201,0.179083,0.34056,0.11114,0.877027,-0.239093,0.091861,1.113528,1.385515,1.181172,-1.66167,-0.856851,0.46183,1.363991,0.968088,-0.5562,-0.193521,0.581419,0.280319,-0.129024,-0.109366,-0.338108,-0.182854,-1.238789,0.047806,32@34@40@42@43@32/01@34/11@40/01@42/04@43/01@32/01/03@34/11/03@43/01/03@34/11/03/13@43/01/03/05
-0.957723,-0.583896,0.079349,-0.250225,0.799288,1.255052,0.563143,-0.56034,-0.352788,-1.042473,-0.322514,0.015216,-0.192828,0.011571,0.774914,0.136455,0.265207,0.636413,-0.510566,-0.534596,-1.141115,-0.339324,-0.175611,-0.841587,0.005596,-0.094702,0.573712,-0.048548,-0.777638,0.579053,0.902133,-0.486327,0.567776,0.104404,0.172452,0.885571,0.984917,0.683695,0.635044,0.056961,0.094589,0.662079,0.839418,-1.299654,-0.510193,-0.64731,-0.492184,-0.497311,0,0.478852,0.44352,0.626823,0.320289,0.206209,0.420412,0.295577,0.88166,0.064384,-0.723382,0.366495,-0.00093,0.696467,0.888719,0.291087,-0.094812,0.096006,-0.022022,0.188986,0.855135,-0.024064,0.991322,0.224296,-0.492849,-1.312145,-1.188787,-1.244611,-0.279598,-0.169355,0.005742,10@42@10/03@42/04@10/03/01@42/04/05
-0.05301,-0.31032,0.251477,-0.800103,-1.247114,-1.185541,-0.570955,-1.052943,-0.723877,-0.27887,-0.999129,0,-0.232357,0,-2.062223,-0.737218,-1.266562,-0.616984,-0.098318,0.412484,-0.384794,0.310931,0.055764,-0.424159,0.27441,-0.094702,-0.287117,0.613556,0.00905,0.351341,-0.316495,0.591983,-0.334569,-1.222424,-1.430981,-0.311087,-0.187104,0.268031,0.808289,0.516731,0.6179,0.700144,0.775029,0.178025,1.344108,1.405666,1.175503,-0.37616,0.406433,0.423096,-0.031505,-0.070269,0.189775,-0.307098,-0.39201,-0.141276,0.488926,0.828073,0.36261,0.243325,0.196251,0.400488,0.332308,-0.302303,-0.138336,0.329359,0,-0.303758,0.855135,1.109617,0,1.199516,-0.045226,-0.917771,-1.188787,0.681708,0.204123,-0.913309,-0.088903,10@32@10/01@32/01@10/01/05@32/01/09@10/01/05/01@10/01/05/03@10/01/05/03/03
0.515066,0.273311,0.83241,0.497609,0.824868,0.273509,1.06104,1.254516,0.646296,2.181629,0.579639,0.769489,0,0.191741,0.028299,0.472483,0.764697,0.568662,0.399223,1.273466,0.623635,0.190513,-0.329861,0,0.731394,0.577009,1.09021,1.102938,0.183869,0.692909,0.87914,1.280904,0.567776,-1.277708,-0.428835,-0.682463,-0.456093,-0.365361,-0.327428,-0.977522,-0.093803,0.167232,-0.727379,1.793162,0.909767,1.234585,0.545866,1.521877,0.495643,1.159072,0.806267,0.823187,0.792144,-0.727077,0.091574,-0.039343,0.584928,0.750145,0.105401,0.253589,1.12416,1.974557,0.670129,1.131723,-0.29067,-0.059562,1.429535,0.814392,1.504614,-0.139746,-0.365011,2.476915,0.931407,0.731428,-0.469173,-0.13981,0.518542,0.121253,0.331742,11@14@16@32@34@11/04@14/10@14/13@16/19@32/01@34/11@11/04/03@16/19/03@32/01/05@34/11/09@11/04/03/01
-0.368608,0.182119,0.014801,-0.030274,0.083047,0.008227,-1.317801,0.528573,0.360843,0.032228,0,0.769489,-0.311413,1.272758,0.954101,1.917404,-0.700473,0.026652,0.44187,0.821451,0,1.033436,0.338555,0.656241,1.000208,1.080792,-0.287117,0.325685,0.358689,0.465197,0.281323,0.65189,-0.202977,-0.337872,-0.749522,-0.826888,-0.705868,-0.701851,-0.750916,-0.766794,-0.365924,-0.517941,-1.070787,0.830953,0.007674,-0.476228,-0.236926,1.198807,0.63583,0.579212,0.028953,-0.030996,0.129539,0.081771,-0.121203,-0.068467,1.056209,1.038477,0.734133,0.674422,0.7182,1.073167,0.252821,0.043841,0.296902,0.232129,0.829558,0.719633,0.572753,0.947662,1.349893,2.023644,0.605863,0.659723,-0.079382,0.625052,0.325054,0.098004,0.605161,01@14@16@18@30@32@34@40@43@01/04@01/05@14/07@16/01@18/01@18/02@30/01@32/01@34/07@40/01@40/20@43/01@01/05/25@14/07/03@18/01/01@18/02/09@30/01/05@32/01/11@34/07/02@40/01/05@43/01/03@43/01/03/05
0.241548,-0.109697,-0.264908,-0.162244,0.978348,0.061284,0.950397,0.580426,0.817568,0.173636,-0.247335,-0.279934,-0.62764,0.263809,-0.210618,0.035647,0.631499,-0.142726,1.053134,1.660908,0.7749,0.503599,0.852722,0.287923,1.080852,1.024816,0.745878,0.268111,1.436742,1.006013,1.086077,1.490575,0.304592,-0.688007,-1.230552,-0.599935,-0.379239,-0.543503,-0.59692,-1.609706,-1.412546,-0.042127,0.088214,-1.007555,0.291666,-0.412073,-0.15184,0.956504,0.750528,1.4267,0.96173,0.950824,0.039183,-1.19372,0.381725,-0.199523,1.126028,1.13199,1.391444,0.212532,0.973375,1.42296,1.166925,1.774563,-0.18186,-0.487376,0.655371,0.549068,2.379998,1.34098,1.646103,1.76267,-2.975123,-0.451693,0.55028,-0.508077,-1.174482,0.841958,0.699806,10@14@18@32@42@10/01@10/03@14/13@18/02@32/01@42/01@10/01/05@10/03/01@18/02/01@32/01/09@10/01/05/01@10/03/01/03@18/02/01/02@18/02/01/02/03
-0.768365,-0.675089,-0.41552,0.145687,-1.528494,-1.583464,-0.432651,0.47672,-0.295698,0.852394,-1.274786,1.163022,-0.311413,1.272758,-1.853171,0.808511,-5.828568,1.754307,0.797256,-0.297826,-0.208319,0.599933,-0.047069,0.484359,-0.908371,0.325117,0.717184,-0.221271,4.93313,-0.16101,-1.328186,0.472171,0,0.601964,0.09228,-0.723728,-0.571374,-0.147633,0,-0.651851,-0.638046,0.129167,-0.791768,1.32924,0.341783,0.101171,-0.015702,1.925714,0,0.869142,0.598983,-0.423724,0.410644,-0.929289,0,-0.650937,0.270741,0,2.248806,-0.064601,0.50942,0.844456,-0.363206,-1.060524,-0.464765,0.193236,-0.196209,-0.43642,0.177419,0.322981,1.412253,-0.627304,-1.59156,0.408758,-1.458642,-0.451421,-1.00518,-0.006615,-0.057355,11@14@16@11/04@14/10@16/19@11/04/03@16/19/03@11/04/03/01
2.135134,1.312902,2.295501,1.641355,2.334089,4.252736,4.85059,3.639754,3.786276,2.549289,1.58203,0.802283,0.993022,0.299843,1.640987,1.144539,2.629458,1.381676,-1.050754,4.84654,0.396739,-0.507909,-0.509819,-2.413078,-2.521254,-2.417703,-1.721833,-1.200033,-1.593462,-0.815681,-1.2822,-1.744356,-1.030128,-2.493967,-0.04802,2.742454,1.253906,-2.285333,-1.96363,1.110601,1.915711,0.909503,0.109677,-0.663908,0.959883,1.469822,1.61795,-1.0223,2.407282,-0.547054,-0.627446,-0.423724,-0.071251,3.597148,-0.856251,0.441195,0.602383,-0.85516,0.076823,0.130419,-0.453286,1.207703,1.862439,-0.302303,-1.487575,-2.354198,1.235994,3.695049,0.064466,0.045345,-0.583272,-0.778394,0.9721,0.803132,0.880103,0.483411,-1.00518,-0.436713,-1.224645,01@01/01@01/02@01/01/06@01/01/09@01/01/06/05@01/01/09/03@01/01/09/03/01
0.115309,0.802226,0.488153,-0.404191,0.927188,-0.018301,0.535482,1.228589,0.589205,1.106928,0.053383,0.966255,0.32104,0.407944,0.655455,1.951007,1.763676,0.636413,4.00995,0.111141,0.295896,0.310931,-0.175611,-0.522377,0.785156,-0.822389,-0.114951,-1.113672,-1.302096,-2.637375,-2.569808,-0.186796,0.060207,-0.172019,0.072237,0.080922,0.427727,-0.879993,0.07681,-0.211238,-0.198465,0.034004,0.023825,0.178025,0.091201,-0.198221,0.103419,1.118039,0.03685,0.021654,0.25351,0.381368,0.239973,0,0.555816,0.630498,0.235831,0.430643,-0.237543,-0.033809,0.184652,0,0.03423,0.30757,0.079283,-0.156793,-0.041376,0.283744,-0.95211,-0.486791,-0.255881,-0.380065,-0.045226,1.412618,0.790151,1.191616,0.929705,-0.169355,0.237097,01@11@16@42@01/06@11/02@16/03@42/19@01/06/10@11/02/03@16/03/01@11/02/03/04@11/02/03/04/01
-0.09509,-0.146174,0.746346,0.035712,-0.070433,-0.124414,-0.902887,2.213796,-0.780967,0.937239,-0.673351,-0.148756,-1.418208,-0.132564,-1.136421,-0.031559,1.130989,1.686556,0.939411,-0.534596,-0.107476,-1.736167,-0.689777,-0.37505,-0.88149,-0.878365,-0.201034,-1.113672,-0.369726,-1.242641,-0.385474,-1.624543,-0.522558,-0.503726,-0.569136,-1.322056,-1.128564,-0.879993,-0.26968,-0.402809,-1.328816,-0.632137,-0.319583,-0.182804,0.258256,-0.134066,0.477797,0.552666,0.075083,-0.056404,0.348515,0.293005,0.079341,0.081771,0.80728,0.339262,0.218377,-0.005751,-1.837952,0.253589,0.555815,0.736827,0.173333,-0.912177,1.145617,1.418338,0.810204,1.098667,-0.359107,1.294707,-0.365011,-0.627304,-1.347402,-1.527258,-0.229302,0.1718,-0.279598,0.644346,0.174,14@14/13@14/13/01@14/13/01/01
-0.11613,-0.18265,-1.104034,-1.240005,-2.526115,-2.326253,-2.424239,-1.51962,-0.438424,-0.10918,-0.623232,-1.362151,-1.101981,-1.75409,-1.703848,-1.678096,-1.999147,-0.854113,1.493814,1.187368,0.295896,0.816684,0.158597,-0.227723,-0.370743,-0.626474,-0.57406,-0.681865,0,0.009774,-0.017586,0.891514,1.695708,1.136381,-0.308578,-0.723728,-0.321598,0.446173,0.615794,-0.345338,-0.952032,-0.21342,-0.255194,-0.045345,1.04341,0.721341,0.46078,0.673818,0.72504,0.534607,0.426246,0.204641,0.8825,0,-0.39201,-0.490758,0.401652,0.266995,-0.894854,-0.218564,-0.279303,-0.743067,-0.919618,0.159222,0.753903,0.893295,0.210227,0.094228,-0.867395,-0.509927,-0.879483,0.238032,0.890714,-0.05732,0,0,0,0.365363,-0.109936,18@20@18/02@20/01@20/09@18/02/01@20/01/10@20/09/16@18/02/01/01@18/02/01/01/01
-0.200289,0.236834,0.294509,0.101697,-0.121593,-0.814146,-0.12838,-1.752959,-0.695332,0.59786,0.278921,-0.279934,0,1.633097,-0.987098,1.346156,0.198608,2.49957,-0.098318,3.920985,0,0.6481,0.595639,-0.10495,0.328173,-0.626474,0.171992,-0.163696,-0.573682,0.351341,-1.075264,-0.965576,0.83096,0.214973,-0.649307,-0.682463,-0.590587,-0.207013,0.4233,-0.115453,-0.282195,0.566916,0.238454,1.380787,0.82624,0.571645,0.511832,0.673818,0.138804,-0.02295,0.158505,0.558096,0.591355,0,0.459099,0.339262,-0.279086,0.041005,-0.466173,-0.40332,-0.070523,-0.37982,-0.224103,-0.549549,0.318664,-0.448484,0.403768,0.321648,-0.867395,-0.209155,-0.474142,-0.105355,-0.289384,0.26535,-0.709044,-0.054825,-0.690761,-0.227476,0.636709,02@20@02/13@20/01@20/03@20/09@20/01/17@20/09/04
1.693297,1.130518,-0.350972,-1.393971,-3.191195,-1.63652,-3.613659,-1.623326,-0.495515,1.898813,1.456732,1.326994,-1.022924,-2.474768,-3.226943,-1.745302,-0.434079,1.483303,-0.865953,0.799926,0.573214,1.61144,1.675388,1.098223,0.623868,-0.094702,-0.430589,0.325685,1.261922,-0.388722,-0.270509,0.412265,1.282133,1.117953,-2.653598,-2.518714,-0.99407,0.941011,1.366522,-0.766794,-1.726532,-1.146017,0.152602,2.532002,2.029029,1.897525,1.464796,-0.820381,0.406433,-0.848135,0.25351,0.15555,0.10946,0.563969,1.058743,1.693506,0.34056,-0.247326,-1.266378,-1.11155,0.149855,-0.37982,-1.555516,-0.269337,0.797426,0.096006,-0.157501,0.492213,-0.556775,0.508072,-0.567682,0.224296,-0.574235,-0.666806,0,0.313441,-0.594017,0.41186,0.152968,16@30@34@16/01@16/19@30/01@30/05@34/11@16/19/05@30/01/05@34/11/03@30/01/05/05@34/11/03/07
0.283627,-3.410856,-0.458552,-0.140249,-0.249493,-0.416224,-0.515634,-0.378854,-1.266237,-0.420278,-0.046856,1.261406,0.123399,-0.528937,-0.80791,-1.375671,-0.467378,0,0.967842,-0.061056,0.371528,1.105686,0.981264,0.631687,0.946445,0.353105,-0.344506,0.210536,1.261922,0.692909,1.017098,1.011326,1.16934,1.578657,0.934083,-0.455511,-0.11025,-0.444535,1.328024,0.689145,0.555103,0,-0.29812,0.074931,1.66151,1.234585,1.022348,-0.658846,-0.498409,0.133166,1.082645,0.999915,1.123447,-0.618193,2.722274,1.009103,-0.244177,-0.005751,-0.237543,0.140683,0.161454,-0.648892,-0.959361,-0.219888,0.666855,0.562712,0.771496,1.667218,0.177419,0.461799,0.25859,0.540212,-0.696314,-0.917771,-1.188787,-0.564734,-0.376342,0.109628,-0.362323,20@40@42@43@20/09@40/01@42/04@43/01@20/09/07@20/09/16@43/01/03@20/09/07/27@43/01/03/05
0.178428,0.127403,-0.028232,-0.140249,-0.044853,-0.150942,-0.570955,-0.48256,-0.495515,-0.052617,-0.82371,-0.673468,0.044342,-0.528937,0.535997,-0.501998,1.09769,1.686556,1.053134,-0.577645,-0.384794,-0.339324,-0.252736,-0.178614,-0.558913,-0.486534,-0.430589,-1.315182,0.067323,-0.075618,0.235337,-0.276655,0.060207,0.436111,1.234726,-0.352351,0.427727,0.188857,0.615794,-0.556066,-0.491519,0.795307,0.259917,-0.52645,0.776123,1.149044,0.88621,-0.578079,0.087827,0.590363,0.858088,0.833006,0.812223,-0.695967,0.594502,0.412071,0.724567,0.695596,-0.380437,-0.105658,-0.070523,0.171777,-0.40295,-0.302303,0.296902,1.982274,-0.196209,0.68173,-1.742779,0.322981,-1.144513,-1.039368,-0.045226,1.018245,1.119974,0.540067,0.736217,1.155814,0.373806,01@11@01/06@11/02@01/06/02@01/06/10@11/02/03@01/06/02/01@11/02/03/01@11/02/03/04
-0.726285,-0.31032,0.100865,0.013717,0.006307,0.353094,-0.653938,-0.223295,0.589205,0.96552,0.42928,0.7039,0.32104,-0.637039,0.088028,0.405278,-0.467378,-0.413731,0.868333,1.165843,1.279114,0.359098,0.107181,0.631687,0.623868,2.396226,1.836262,1.477171,1.116239,1.006013,1.913825,2.239402,0.699368,1.081096,1.074383,0.576091,0.523794,0.584728,0.596545,0.59336,1.183076,0.852405,1.161362,2.463272,1.293991,1.469822,1.839174,2.006482,0.623086,0.478852,1.626765,1.765735,1.926606,0.252873,3.302576,2.377908,0.419107,0.28258,-1.009169,-0.105658,-0.325698,-0.608531,-0.760643,-1.109974,1.711427,1.048863,1.797263,1.705121,-1.827494,-1.458517,-1.612215,-1.355284,-0.004533,0.623871,-0.109366,1.191616,1.123193,1.179063,0.184516,14@20@14/10@20/09@20/09/07@20/09/07/03
-1.041883,-0.346796,-1.211614,-0.558156,-1.630814,-0.230526,-1.207157,-0.819605,-0.295698,0.96552,-0.598172,-0.804646,-0.825282,-1.321683,-0.80791,-0.233176,-0.966868,-0.210477,0.825687,1.617859,1.12785,0.286847,0.107181,-0.031286,-0.209455,0.101213,-0.229729,-0.307632,0.067323,0.436733,0.396288,0.65189,0.248196,0.620392,0.392924,-0.022238,-0.11025,0.070096,0.211556,-0.115453,2.271562,0.433688,-0.190805,1.483881,0.625775,0.421949,1.005331,0.673818,0.45741,-0.034101,0.806267,1.009733,1.223842,1.668357,2.025913,1.766314,-0.087083,-0.629171,-0.780539,-0.444377,0.057064,-0.877603,-0.760643,-0.879211,1.232665,2.021166,0.732788,0.378503,-2.025161,-0.000928,-1.378364,-0.874542,0.361705,-0.451693,0.160489,0.738365,0.397612,0.539727,-0.173032,11@16@32@11/02@16/03@32/01@11/02/03@16/03/01@11/02/03/01
0.494026,0.072688,0.83241,-0.31621,0,0.804073,0.673787,-0.015883,0.674841,-0.27887,0.37916,-0.148756,0.479154,0.588114,0,-0.737218,0.964492,-1.362247,-0.666936,-0.147154,-0.485636,-0.026238,0.107181,-0.350496,0.46258,0.157189,-0.516672,-0.825801,-0.661091,0.322877,-0.615404,-0.037031,0.173,0.270257,0.43301,-0.001606,0.254805,0.010715,0.288554,0.018647,0,0.22433,0.345769,0.298301,-0.092558,-0.198221,0.171487,-0.133857,0,0.378491,0.771719,0.823187,0.601394,-0.353762,0.652532,0.251892,-0.121993,0.134518,-0.580488,-0.177507,-0.325698,-0.554717,-0.224103,-0.631965,1.254427,0.659942,-0.583291,0.435358,-0.359107,0.253572,-0.411782,-0.352594,0.15824,0.982393,1.08999,-0.13981,0.736217,-0.180979,0.121419,01@02@01/07@02/13@01/07/01@02/13/03
